Scenario,Safety,Efficiency,Comfort,Total,Note
vae_wgan_train_1867,50.0,19.58,19.96,89.54,
vae_wgan_train_1868,50.0,19.61,19.92,89.53,
vae_wgan_train_1869,50.0,19.47,19.4,88.87,
vae_wgan_train_186,50.0,19.91,19.96,89.87,
vae_wgan_train_1870,50.0,20.03,19.96,89.99,
vae_wgan_train_1871,50.0,19.31,19.8,89.11,
vae_wgan_train_1872,50.0,4.96,19.12,74.08,
vae_wgan_train_1873,50.0,4.59,19.92,74.51,
vae_wgan_train_1874,50.0,19.13,19.92,89.05,
vae_wgan_train_1875,50.0,5.45,19.92,75.37,
vae_wgan_train_1876,50.0,19.44,19.92,89.36,
vae_wgan_train_1877,50.0,5.39,19.92,75.31,
vae_wgan_train_1878,50.0,19.9,19.96,89.86,
vae_wgan_train_1879,50.0,5.8,19.56,75.36,
vae_wgan_train_187,50.0,4.42,19.44,73.86,
vae_wgan_train_1880,50.0,19.9,19.96,89.86,
vae_wgan_train_1881,50.0,6.65,19.96,76.61,
vae_wgan_train_1882,50.0,5.4,19.6,75.0,
vae_wgan_train_1883,50.0,19.26,19.92,89.18,
vae_wgan_train_1884,50.0,5.34,19.92,75.26,
vae_wgan_train_1885,50.0,5.16,19.96,75.12,
vae_wgan_train_1886,50.0,20.79,19.92,90.71,
vae_wgan_train_1887,50.0,5.79,19.4,75.19,
vae_wgan_train_1888,50.0,5.67,20,75.67,
vae_wgan_train_1889,50.0,20.82,19.92,90.74,
vae_wgan_train_188,50.0,19.27,19.92,89.19,
vae_wgan_train_1890,50.0,19.78,19.88,89.66,
vae_wgan_train_1891,50.0,4.2,19.72,73.92,
vae_wgan_train_1892,50.0,5.44,19.92,75.36,
vae_wgan_train_1893,50.0,5.54,19.96,75.5,
vae_wgan_train_1894,50.0,19.48,19.96,89.44,
vae_wgan_train_1895,50.0,20.76,19.92,90.68,
vae_wgan_train_1896,50.0,20.04,19.96,90.0,
vae_wgan_train_1897,50.0,20.77,19.96,90.73,
vae_wgan_train_1898,50.0,5.46,19.92,75.38,
vae_wgan_train_1899,50.0,5.37,19.96,75.33,
vae_wgan_train_189,50.0,4.25,19.52,73.77,
vae_wgan_train_18,50.0,3.76,19.76,73.52,
vae_wgan_train_1900,50.0,20.88,19.92,90.8,
vae_wgan_train_1901,50.0,5.61,19.92,75.53,
vae_wgan_train_1902,50.0,20.14,19.96,90.1,
vae_wgan_train_1903,50.0,5.75,19.64,75.39,
vae_wgan_train_1904,50.0,19.24,19.92,89.16,
vae_wgan_train_1905,50.0,5.32,19.96,75.28,
vae_wgan_train_1906,50.0,5.19,19.44,74.63,
vae_wgan_train_1907,50.0,20.46,19.96,90.42,
vae_wgan_train_1908,50.0,19.7,19.92,89.62,
vae_wgan_train_1909,50.0,20.1,19.96,90.06,
vae_wgan_train_190,50.0,4.72,19.92,74.64,
vae_wgan_train_1910,50.0,5.44,19.92,75.36,
vae_wgan_train_1911,50.0,20.44,19.96,90.4,
vae_wgan_train_1912,50.0,20.27,19.92,90.19,
vae_wgan_train_1913,50.0,19.59,19.96,89.55,
vae_wgan_train_1914,50.0,5.61,19.92,75.53,
vae_wgan_train_1915,50.0,5.7,19.76,75.46,
vae_wgan_train_1916,50.0,20.07,19.96,90.03,
vae_wgan_train_1917,50.0,5.69,19.96,75.65,
vae_wgan_train_1918,50.0,19.42,19.96,89.38,
vae_wgan_train_1919,50.0,5.57,19.68,75.25,
vae_wgan_train_191,50.0,20.47,19.96,90.43,
vae_wgan_train_1920,50.0,20.02,19.96,89.98,
vae_wgan_train_1921,50.0,4.91,19.24,74.15,
vae_wgan_train_1922,50.0,5.05,19.96,75.01,
vae_wgan_train_1923,50.0,20.15,19.96,90.11,
vae_wgan_train_1924,50.0,6.0,19.92,75.92,
vae_wgan_train_1925,50.0,6.51,19.72,76.23,
vae_wgan_train_1926,50.0,21.36,19.96,91.32,
vae_wgan_train_1927,50.0,19.45,19.92,89.37,
vae_wgan_train_1928,50.0,5.43,19.16,74.59,
vae_wgan_train_1929,50.0,4.94,19.56,74.5,
vae_wgan_train_192,50.0,4.35,18.96,73.31,
vae_wgan_train_1930,50.0,6.0,19.96,75.96,
vae_wgan_train_1931,50.0,21.02,19.92,90.94,
vae_wgan_train_1932,50.0,4.18,19.52,73.7,
vae_wgan_train_1933,50.0,20.21,19.8,90.01,
vae_wgan_train_1934,50.0,20.11,19.96,90.07,
vae_wgan_train_1935,50.0,18.98,19.92,88.9,
vae_wgan_train_1936,50.0,19.97,19.96,89.93,
vae_wgan_train_1937,50.0,19.9,19.92,89.82,
vae_wgan_train_1938,50.0,4.96,19.56,74.52,
vae_wgan_train_1939,50.0,6.0,19.92,75.92,
vae_wgan_train_193,50.0,20.88,19.24,90.12,
vae_wgan_train_1940,50.0,5.21,19.64,74.85,
vae_wgan_train_1941,50.0,5.25,19.92,75.17,
vae_wgan_train_1942,50.0,6.2,19.92,76.12,
vae_wgan_train_1943,50.0,5.2,19.48,74.68,
vae_wgan_train_1944,50.0,20.54,19.96,90.5,
vae_wgan_train_1945,50.0,19.59,19.96,89.55,
vae_wgan_train_1946,50.0,20.9,19.92,90.82,
vae_wgan_train_1947,50.0,19.95,19.96,89.91,
vae_wgan_train_1948,50.0,5.01,19.96,74.97,
vae_wgan_train_1949,50.0,5.33,19.28,74.61,
vae_wgan_train_194,50.0,19.51,19.96,89.47,
vae_wgan_train_1950,50.0,4.67,19.92,74.59,
vae_wgan_train_1951,50.0,5.38,19.72,75.1,
vae_wgan_train_1952,50.0,21.16,19.92,91.08,
vae_wgan_train_1953,50.0,4.89,19.08,73.97,
vae_wgan_train_1954,50.0,20.19,19.96,90.15,
vae_wgan_train_1955,50.0,19.24,19.92,89.16,
vae_wgan_train_1956,50.0,19.56,19.92,89.48,
vae_wgan_train_1957,50.0,5.67,20,75.67,
vae_wgan_train_1958,50.0,20.02,19.92,89.94,
vae_wgan_train_1959,50.0,19.97,19.92,89.89,
vae_wgan_train_195,50.0,20.8,19.92,90.72,
vae_wgan_train_1960,50.0,4.2,19.92,74.12,
vae_wgan_train_1961,50.0,4.99,19.92,74.91,
vae_wgan_train_1962,50.0,19.98,19.96,89.94,
vae_wgan_train_1963,50.0,18.95,19.16,88.11,
vae_wgan_train_1964,50.0,4.96,19.96,74.92,
vae_wgan_train_1965,50.0,4.67,19.96,74.63,
vae_wgan_train_1966,50.0,4.21,19.88,74.09,
vae_wgan_train_1967,50.0,20.09,19.96,90.05,
vae_wgan_train_1968,50.0,20.93,19.92,90.85,
vae_wgan_train_1969,50.0,4.34,19.92,74.26,
vae_wgan_train_196,50.0,5.48,19.92,75.4,
vae_wgan_train_1970,50.0,5.69,19.56,75.25,
vae_wgan_train_1971,50.0,20.04,19.96,90.0,
vae_wgan_train_1972,50.0,5.18,18.92,74.1,
vae_wgan_train_1973,50.0,5.93,19.96,75.89,
vae_wgan_train_1974,50.0,6.09,19.92,76.01,
vae_wgan_train_1975,50.0,4.69,19.12,73.81,
vae_wgan_train_1976,50.0,20.57,19.96,90.53,
vae_wgan_train_1977,50.0,5.94,19.68,75.62,
vae_wgan_train_1978,50.0,5.11,19.96,75.07,
vae_wgan_train_1979,50.0,19.71,19.96,89.67,
vae_wgan_train_197,50.0,4.64,19.96,74.6,
vae_wgan_train_1980,50.0,20.71,19.92,90.63,
vae_wgan_train_1981,50.0,6.12,19.96,76.08,
vae_wgan_train_1982,50.0,20.8,19.96,90.76,
vae_wgan_train_1983,50.0,19.43,19.84,89.27,
vae_wgan_train_1984,50.0,20.03,19.96,89.99,
vae_wgan_train_1985,50.0,5.48,19.96,75.44,
vae_wgan_train_1986,50.0,20.28,19.4,89.68,
vae_wgan_train_1987,50.0,7.26,19.16,76.42,
vae_wgan_train_1988,50.0,20.52,19.92,90.44,
vae_wgan_train_1989,50.0,20.91,19.96,90.87,
vae_wgan_train_198,50.0,4.75,19.92,74.67,
vae_wgan_train_1990,50.0,19.99,19.92,89.91,
vae_wgan_train_1991,50.0,21.29,19.92,91.21,
vae_wgan_train_1992,50.0,5.41,19.36,74.77,
vae_wgan_train_1993,50.0,19.95,19.92,89.87,
vae_wgan_train_1994,50.0,5.54,19.64,75.18,
vae_wgan_train_1995,50.0,5.26,19.68,74.94,
vae_wgan_train_1996,50.0,5.79,20,75.79,
vae_wgan_train_1997,50.0,4.01,19.92,73.93,
vae_wgan_train_1998,50.0,20.09,19.92,90.01,
vae_wgan_train_1999,50.0,4.56,19.64,74.2,
vae_wgan_train_199,50.0,21.16,19.92,91.08,
vae_wgan_train_19,50.0,19.84,19.92,89.76,
vae_wgan_train_1,50.0,19.78,19.96,89.74,
vae_wgan_train_2000,50.0,19.34,19.96,89.3,
vae_wgan_train_2001,50.0,5.23,19.64,74.87,
vae_wgan_train_2002,50.0,20.73,19.96,90.69,
vae_wgan_train_2003,50.0,6.17,19.92,76.09,
vae_wgan_train_2004,50.0,5.69,19.92,75.61,
vae_wgan_train_2005,50.0,5.75,19.56,75.31,
vae_wgan_train_2006,50.0,5.33,19.96,75.29,
vae_wgan_train_2007,50.0,19.63,19.92,89.55,
vae_wgan_train_2008,50.0,20.82,19.96,90.78,
vae_wgan_train_2009,50.0,20.41,19.96,90.37,
vae_wgan_train_200,50.0,4.95,19.96,74.91,
vae_wgan_train_2010,50.0,5.44,19.96,75.4,
vae_wgan_train_2011,50.0,19.51,19.92,89.43,
vae_wgan_train_2012,50.0,21.01,19.68,90.69,
vae_wgan_train_2013,50.0,6.56,19.48,76.04,
vae_wgan_train_2014,50.0,6.55,19.96,76.51,
vae_wgan_train_2015,50.0,5.37,19.08,74.45,
vae_wgan_train_2016,50.0,20.59,19.2,89.79,
vae_wgan_train_2017,50.0,6.06,18.64,74.7,
vae_wgan_train_2018,50.0,4.61,19.92,74.53,
vae_wgan_train_2019,50.0,19.69,19.96,89.65,
vae_wgan_train_201,50.0,19.66,19.96,89.62,
vae_wgan_train_2020,50.0,6.22,19.92,76.14,
vae_wgan_train_2021,50.0,4.73,19.96,74.69,
vae_wgan_train_2022,50.0,5.34,19.68,75.02,
vae_wgan_train_2023,50.0,5.55,19.8,75.35,
vae_wgan_train_2024,50.0,5.07,19.96,75.03,
vae_wgan_train_2025,50.0,5.41,19.96,75.37,
vae_wgan_train_2026,50.0,4.68,19.52,74.2,
vae_wgan_train_2027,50.0,20.86,19.96,90.82,
vae_wgan_train_2028,50.0,20.96,19.92,90.88,
vae_wgan_train_2029,50.0,5.56,19.92,75.48,
vae_wgan_train_202,50.0,4.76,19.28,74.04,
vae_wgan_train_2030,50.0,6.41,19.96,76.37,
vae_wgan_train_2031,50.0,5.88,19.92,75.8,
vae_wgan_train_2032,50.0,5.12,19.92,75.04,
vae_wgan_train_2033,50.0,5.52,19.16,74.68,
vae_wgan_train_2034,50.0,5.3,19.92,75.22,
vae_wgan_train_2035,50.0,5.28,19.92,75.2,
vae_wgan_train_2036,50.0,20.66,19.96,90.62,
vae_wgan_train_2037,50.0,20.16,19.92,90.08,
vae_wgan_train_2038,50.0,20.4,19.92,90.32,
vae_wgan_train_2039,50.0,4.68,19.04,73.72,
vae_wgan_train_203,50.0,5.19,19.56,74.75,
vae_wgan_train_2040,50.0,4.77,19.96,74.73,
vae_wgan_train_2041,50.0,4.13,19.48,73.61,
vae_wgan_train_2042,50.0,6.09,19.92,76.01,
vae_wgan_train_2043,50.0,21.11,19.92,91.03,
vae_wgan_train_2044,50.0,20.39,19.96,90.35,
vae_wgan_train_2045,50.0,4.02,19.92,73.94,
vae_wgan_train_2046,50.0,21.28,19.8,91.08,
vae_wgan_train_2047,50.0,20.28,19.96,90.24,
vae_wgan_train_2048,50.0,5.27,19.48,74.75,
vae_wgan_train_2049,50.0,5.1,18.6,73.7,
vae_wgan_train_204,50.0,20.28,19.92,90.2,
vae_wgan_train_2050,50.0,6.28,19.96,76.24,
vae_wgan_train_2051,50.0,5.58,19.92,75.5,
vae_wgan_train_2052,50.0,6.46,19.92,76.38,
vae_wgan_train_2053,50.0,5.7,19.56,75.26,
vae_wgan_train_2054,50.0,6.44,19.48,75.92,
vae_wgan_train_2055,50.0,20.33,19.76,90.09,
vae_wgan_train_2056,50.0,5.23,19.52,74.75,
vae_wgan_train_2057,50.0,5.53,19.92,75.45,
vae_wgan_train_2058,50.0,20.45,19.96,90.41,
vae_wgan_train_2059,50.0,18.44,19.08,87.52,
vae_wgan_train_205,50.0,4.49,19.16,73.65,
vae_wgan_train_2060,50.0,6.15,18.68,74.83,
vae_wgan_train_2061,50.0,5.3,19.96,75.26,
vae_wgan_train_2062,50.0,6.27,19.92,76.19,
vae_wgan_train_2063,50.0,6.37,18.88,75.25,
vae_wgan_train_2064,50.0,20.47,19.96,90.43,
vae_wgan_train_2065,50.0,20.22,19.96,90.18,
vae_wgan_train_2066,50.0,5.6,19.96,75.56,
vae_wgan_train_2067,50.0,5.36,19.56,74.92,
vae_wgan_train_2068,50.0,19.88,19.96,89.84,
vae_wgan_train_2069,50.0,5.05,19.8,74.85,
vae_wgan_train_206,50.0,20.65,19.92,90.57,
vae_wgan_train_2070,50.0,5.44,19.96,75.4,
vae_wgan_train_2071,50.0,5.12,19.96,75.08,
vae_wgan_train_2072,50.0,4.59,19.96,74.55,
vae_wgan_train_2073,50.0,5.34,19.32,74.66,
vae_wgan_train_2074,50.0,20.01,19.92,89.93,
vae_wgan_train_2075,50.0,6.06,19.48,75.54,
vae_wgan_train_2076,50.0,21.04,19.6,90.64,
vae_wgan_train_2077,50.0,19.23,19.92,89.15,
vae_wgan_train_2078,50.0,20.34,19.96,90.3,
vae_wgan_train_2079,50.0,5.58,18.6,74.18,
vae_wgan_train_207,50.0,5.04,19.96,75.0,
vae_wgan_train_2080,50.0,21.48,19.96,91.44,
vae_wgan_train_2081,50.0,21.13,19.96,91.09,
vae_wgan_train_2082,50.0,20.26,19.96,90.22,
vae_wgan_train_2083,50.0,20.06,19.92,89.98,
vae_wgan_train_2084,50.0,19.86,19.96,89.82,
vae_wgan_train_2085,50.0,4.79,19.52,74.31,
vae_wgan_train_2086,50.0,5.56,18.92,74.48,
vae_wgan_train_2087,50.0,5.34,19.0,74.34,
vae_wgan_train_2088,50.0,5.46,19.72,75.18,
vae_wgan_train_2089,50.0,21.63,19.96,91.59,
vae_wgan_train_208,50.0,3.85,19.8,73.65,
vae_wgan_train_2090,50.0,5.54,19.76,75.3,
vae_wgan_train_2091,50.0,21.03,19.96,90.99,
vae_wgan_train_2092,50.0,19.02,19.92,88.94,
vae_wgan_train_2093,50.0,5.75,19.48,75.23,
vae_wgan_train_2094,50.0,20.07,19.96,90.03,
vae_wgan_train_2095,50.0,6.09,19.72,75.81,
vae_wgan_train_2096,50.0,6.45,19.96,76.41,
vae_wgan_train_2097,50.0,20.47,19.92,90.39,
vae_wgan_train_2098,50.0,20.55,19.96,90.51,
vae_wgan_train_2099,50.0,20.02,19.96,89.98,
vae_wgan_train_209,50.0,19.71,19.92,89.63,
vae_wgan_train_20,50.0,6.32,19.92,76.24,
vae_wgan_train_2100,50.0,5.14,19.96,75.1,
vae_wgan_train_2101,50.0,6.04,19.88,75.92,
vae_wgan_train_2102,50.0,4.93,19.96,74.89,
vae_wgan_train_2103,50.0,21.33,19.96,91.29,
vae_wgan_train_2104,50.0,20.16,19.96,90.12,
vae_wgan_train_2105,50.0,5.04,19.12,74.16,
vae_wgan_train_2106,50.0,20.51,19.96,90.47,
vae_wgan_train_2107,50.0,22.01,20,92.01,
vae_wgan_train_2108,50.0,19.42,19.52,88.94,
vae_wgan_train_2109,50.0,21.03,19.92,90.95,
vae_wgan_train_210,50.0,5.5,19.84,75.34,
vae_wgan_train_2110,50.0,4.74,19.84,74.58,
vae_wgan_train_2111,50.0,6.63,19.92,76.55,
vae_wgan_train_2112,50.0,5.47,19.52,74.99,
vae_wgan_train_2113,50.0,19.67,19.96,89.63,
vae_wgan_train_2114,50.0,21.25,20,91.25,
vae_wgan_train_2115,50.0,6.31,19.92,76.23,
vae_wgan_train_2116,50.0,20.47,19.92,90.39,
vae_wgan_train_2117,50.0,5.57,19.96,75.53,
vae_wgan_train_2118,50.0,5.1,19.96,75.06,
vae_wgan_train_2119,50.0,20.69,19.96,90.65,
vae_wgan_train_211,50.0,4.91,19.2,74.11,
vae_wgan_train_2120,50.0,5.9,19.92,75.82,
vae_wgan_train_2121,50.0,20.09,19.96,90.05,
vae_wgan_train_2122,50.0,4.74,19.16,73.9,
vae_wgan_train_2123,50.0,21.29,19.92,91.21,
vae_wgan_train_2124,50.0,5.33,19.96,75.29,
vae_wgan_train_2125,50.0,20.2,19.96,90.16,
vae_wgan_train_2126,50.0,20.2,19.96,90.16,
vae_wgan_train_2127,50.0,4.94,19.92,74.86,
vae_wgan_train_2128,50.0,5.77,19.8,75.57,
vae_wgan_train_2129,50.0,20.4,19.92,90.32,
vae_wgan_train_212,50.0,3.99,19.28,73.27,
vae_wgan_train_2130,50.0,6.16,19.88,76.04,
vae_wgan_train_2131,50.0,20.34,19.92,90.26,
vae_wgan_train_2132,50.0,19.39,19.96,89.35,
vae_wgan_train_2133,50.0,19.71,19.68,89.39,
vae_wgan_train_2134,50.0,19.79,19.96,89.75,
vae_wgan_train_2135,50.0,4.67,19.96,74.63,
vae_wgan_train_2136,50.0,5.41,19.96,75.37,
vae_wgan_train_2137,50.0,20.9,19.96,90.86,
vae_wgan_train_2138,50.0,5.68,19.92,75.6,
vae_wgan_train_2139,50.0,22.13,20,92.13,
vae_wgan_train_213,50.0,20.44,19.92,90.36,
vae_wgan_train_2140,50.0,6.01,19.08,75.09,
vae_wgan_train_2141,50.0,5.4,19.96,75.36,
vae_wgan_train_2142,50.0,4.84,19.96,74.8,
vae_wgan_train_2143,50.0,21.66,20,91.66,
vae_wgan_train_2144,50.0,20.62,19.92,90.54,
vae_wgan_train_2145,50.0,21.21,19.92,91.13,
vae_wgan_train_2146,50.0,20.5,19.92,90.42,
vae_wgan_train_2147,50.0,5.74,19.92,75.66,
vae_wgan_train_2148,50.0,5.81,19.32,75.13,
vae_wgan_train_2149,50.0,20.52,19.96,90.48,
vae_wgan_train_214,50.0,20.25,19.96,90.21,
vae_wgan_train_2150,50.0,19.17,19.8,88.97,
vae_wgan_train_2151,50.0,4.58,19.92,74.5,
vae_wgan_train_2152,50.0,5.48,19.84,75.32,
vae_wgan_train_2153,50.0,6.03,19.44,75.47,
vae_wgan_train_2154,50.0,19.96,19.96,89.92,
vae_wgan_train_2155,50.0,20.22,19.96,90.18,
vae_wgan_train_2156,50.0,5.59,19.8,75.39,
vae_wgan_train_2157,50.0,5.8,19.96,75.76,
vae_wgan_train_2158,50.0,6.26,18.88,75.14,
vae_wgan_train_2159,50.0,4.81,19.28,74.09,
vae_wgan_train_215,50.0,20.68,19.92,90.6,
vae_wgan_train_2160,50.0,4.95,19.36,74.31,
vae_wgan_train_2161,50.0,5.38,19.96,75.34,
vae_wgan_train_2162,50.0,5.13,19.12,74.25,
vae_wgan_train_2163,50.0,5.13,19.96,75.09,
vae_wgan_train_2164,50.0,5.31,18.72,74.03,
vae_wgan_train_2165,50.0,5.47,19.8,75.27,
vae_wgan_train_2166,50.0,21.41,19.96,91.37,
vae_wgan_train_2167,50.0,5.23,19.32,74.55,
vae_wgan_train_2168,50.0,5.66,19.68,75.34,
vae_wgan_train_2169,50.0,5.99,19.96,75.95,
vae_wgan_train_216,50.0,6.07,19.8,75.87,
vae_wgan_train_2170,50.0,21.35,19.96,91.31,
vae_wgan_train_2171,50.0,5.7,19.92,75.62,
vae_wgan_train_2172,50.0,5.42,19.96,75.38,
vae_wgan_train_2173,50.0,5.11,18.88,73.99,
vae_wgan_train_2174,50.0,6.0,19.92,75.92,
vae_wgan_train_2175,50.0,5.9,19.96,75.86,
vae_wgan_train_2176,50.0,5.74,19.88,75.62,
vae_wgan_train_2177,50.0,20.07,19.92,89.99,
vae_wgan_train_2178,50.0,19.95,19.96,89.91,
vae_wgan_train_2179,50.0,5.48,19.6,75.08,
vae_wgan_train_217,50.0,4.85,19.68,74.53,
vae_wgan_train_2180,50.0,4.53,19.96,74.49,
vae_wgan_train_2181,50.0,4.32,19.96,74.28,
vae_wgan_train_2182,50.0,20.47,19.6,90.07,
vae_wgan_train_2183,50.0,20.08,19.92,90.0,
vae_wgan_train_2184,50.0,20.93,19.92,90.85,
vae_wgan_train_2185,50.0,5.11,19.04,74.15,
vae_wgan_train_2186,50.0,19.76,19.92,89.68,
vae_wgan_train_2187,50.0,4.41,18.76,73.17,
vae_wgan_train_2188,50.0,6.13,19.64,75.77,
vae_wgan_train_2189,50.0,20.93,19.92,90.85,
vae_wgan_train_218,50.0,5.62,18.76,74.38,
vae_wgan_train_2190,50.0,5.95,20,75.95,
vae_wgan_train_2191,50.0,19.88,19.92,89.8,
vae_wgan_train_2192,50.0,5.2,19.92,75.12,
vae_wgan_train_2193,50.0,19.94,19.96,89.9,
vae_wgan_train_2194,50.0,19.63,19.92,89.55,
vae_wgan_train_2195,50.0,5.14,19.96,75.1,
vae_wgan_train_2196,50.0,5.82,19.96,75.78,
vae_wgan_train_2197,50.0,19.33,19.92,89.25,
vae_wgan_train_2198,50.0,20.39,19.96,90.35,
vae_wgan_train_2199,50.0,5.92,19.92,75.84,
vae_wgan_train_219,50.0,19.28,19.8,89.08,
vae_wgan_train_21,50.0,6.15,19.68,75.83,
vae_wgan_train_2200,50.0,6.1,19.92,76.02,
vae_wgan_train_2201,50.0,5.78,19.4,75.18,
vae_wgan_train_2202,50.0,5.44,19.12,74.56,
vae_wgan_train_2203,50.0,4.81,19.96,74.77,
vae_wgan_train_2204,50.0,5.56,19.92,75.48,
vae_wgan_train_2205,50.0,5.58,19.48,75.06,
vae_wgan_train_2206,50.0,6.14,19.92,76.06,
vae_wgan_train_2207,50.0,19.44,19.92,89.36,
vae_wgan_train_2208,50.0,5.51,19.92,75.43,
vae_wgan_train_2209,50.0,6.45,19.92,76.37,
vae_wgan_train_220,50.0,4.87,19.68,74.55,
vae_wgan_train_2210,50.0,5.57,19.96,75.53,
vae_wgan_train_2211,50.0,20.11,19.96,90.07,
vae_wgan_train_2212,50.0,5.58,19.56,75.14,
vae_wgan_train_2213,50.0,5.57,19.96,75.53,
vae_wgan_train_2214,50.0,5.14,18.76,73.9,
vae_wgan_train_2215,50.0,5.07,19.96,75.03,
vae_wgan_train_2216,50.0,19.28,19.12,88.4,
vae_wgan_train_2217,50.0,5.81,19.92,75.73,
vae_wgan_train_2218,50.0,20.28,20,90.28,
vae_wgan_train_2219,50.0,5.48,19.52,75.0,
vae_wgan_train_221,50.0,4.85,19.84,74.69,
vae_wgan_train_2220,50.0,21.3,19.96,91.26,
vae_wgan_train_2221,50.0,5.68,19.92,75.6,
vae_wgan_train_2222,50.0,5.75,19.36,75.11,
vae_wgan_train_2223,50.0,20.64,20,90.64,
vae_wgan_train_2224,50.0,4.79,19.96,74.75,
vae_wgan_train_2225,50.0,6.02,19.56,75.58,
vae_wgan_train_2226,50.0,21.24,19.92,91.16,
vae_wgan_train_2227,50.0,20.3,19.96,90.26,
vae_wgan_train_2228,50.0,5.19,19.68,74.87,
vae_wgan_train_2229,50.0,6.38,19.96,76.34,
vae_wgan_train_222,50.0,18.98,19.96,88.94,
vae_wgan_train_2230,50.0,4.42,19.96,74.38,
vae_wgan_train_2231,50.0,3.78,19.32,73.1,
vae_wgan_train_2232,50.0,19.61,19.96,89.57,
vae_wgan_train_2233,50.0,19.46,19.76,89.22,
vae_wgan_train_2234,50.0,20.65,19.96,90.61,
vae_wgan_train_2235,50.0,19.05,19.44,88.49,
vae_wgan_train_2236,50.0,20.98,19.96,90.94,
vae_wgan_train_2237,50.0,4.45,18.64,73.09,
vae_wgan_train_2238,50.0,19.46,19.92,89.38,
vae_wgan_train_2239,50.0,21.33,19.96,91.29,
vae_wgan_train_223,50.0,3.43,19.76,73.19,
vae_wgan_train_2240,50.0,20.08,19.72,89.8,
vae_wgan_train_2241,50.0,5.12,19.72,74.84,
vae_wgan_train_2242,50.0,20.86,19.92,90.78,
vae_wgan_train_2243,50.0,5.47,19.12,74.59,
vae_wgan_train_2244,50.0,20.45,19.56,90.01,
vae_wgan_train_2245,50.0,20.3,19.92,90.22,
vae_wgan_train_2246,50.0,20.28,19.6,89.88,
vae_wgan_train_2247,50.0,19.12,19.92,89.04,
vae_wgan_train_2248,50.0,5.43,19.44,74.87,
vae_wgan_train_2249,50.0,4.89,19.12,74.01,
vae_wgan_train_224,50.0,3.42,19.68,73.1,
vae_wgan_train_2250,50.0,5.38,17.96,73.34,
vae_wgan_train_2251,50.0,21.03,19.92,90.95,
vae_wgan_train_2252,50.0,5.93,19.96,75.89,
vae_wgan_train_2253,50.0,5.45,19.2,74.65,
vae_wgan_train_2254,50.0,20.9,19.92,90.82,
vae_wgan_train_2255,50.0,5.53,19.52,75.05,
vae_wgan_train_2256,50.0,5.97,19.88,75.85,
vae_wgan_train_2257,50.0,20.76,19.96,90.72,
vae_wgan_train_2258,50.0,20.4,19.92,90.32,
vae_wgan_train_2259,50.0,4.97,19.92,74.89,
vae_wgan_train_225,50.0,18.6,19.24,87.84,
vae_wgan_train_2260,50.0,5.52,19.92,75.44,
vae_wgan_train_2261,50.0,5.11,19.56,74.67,
vae_wgan_train_2262,50.0,5.13,18.48,73.61,
vae_wgan_train_2263,50.0,6.62,19.96,76.58,
vae_wgan_train_2264,50.0,5.75,19.92,75.67,
vae_wgan_train_2265,50.0,19.52,19.84,89.36,
vae_wgan_train_2266,50.0,20.74,19.28,90.02,
vae_wgan_train_2267,50.0,4.94,19.96,74.9,
vae_wgan_train_2268,50.0,19.39,19.92,89.31,
vae_wgan_train_2269,50.0,20.91,19.92,90.83,
vae_wgan_train_226,50.0,18.8,19.6,88.4,
vae_wgan_train_2270,50.0,19.47,19.96,89.43,
vae_wgan_train_2271,50.0,20.04,19.96,90.0,
vae_wgan_train_2272,50.0,20.0,19.96,89.96,
vae_wgan_train_2273,50.0,20.36,19.92,90.28,
vae_wgan_train_2274,50.0,19.3,19.92,89.22,
vae_wgan_train_2275,50.0,4.99,19.96,74.95,
vae_wgan_train_2276,50.0,6.7,19.96,76.66,
vae_wgan_train_2277,50.0,5.08,19.96,75.04,
vae_wgan_train_2278,50.0,5.44,19.92,75.36,
vae_wgan_train_2279,50.0,4.94,19.92,74.86,
vae_wgan_train_227,50.0,3.91,19.96,73.87,
vae_wgan_train_2280,50.0,19.48,19.92,89.4,
vae_wgan_train_2281,50.0,20.12,19.96,90.08,
vae_wgan_train_2282,50.0,21.12,19.92,91.04,
vae_wgan_train_2283,50.0,4.76,19.96,74.72,
vae_wgan_train_2284,50.0,20.13,19.96,90.09,
vae_wgan_train_2285,50.0,4.38,19.92,74.3,
vae_wgan_train_2286,50.0,20.93,19.92,90.85,
vae_wgan_train_2287,50.0,20.56,19.68,90.24,
vae_wgan_train_2288,50.0,5.3,19.96,75.26,
vae_wgan_train_2289,50.0,21.69,19.96,91.65,
vae_wgan_train_228,50.0,19.15,19.92,89.07,
vae_wgan_train_2290,50.0,20.72,19.96,90.68,
vae_wgan_train_2291,50.0,20.59,19.96,90.55,
vae_wgan_train_2292,50.0,5.35,19.96,75.31,
vae_wgan_train_2293,50.0,19.78,19.92,89.7,
vae_wgan_train_2294,50.0,5.7,19.92,75.62,
vae_wgan_train_2295,50.0,19.81,19.96,89.77,
vae_wgan_train_2296,50.0,19.08,20,89.08,
vae_wgan_train_2297,50.0,5.77,19.96,75.73,
vae_wgan_train_2298,50.0,4.28,20,74.28,
vae_wgan_train_2299,50.0,5.5,19.36,74.86,
vae_wgan_train_229,50.0,20.61,19.96,90.57,
vae_wgan_train_22,50.0,4.81,19.96,74.77,
vae_wgan_train_2300,50.0,20.78,19.92,90.7,
