Scenario,Safety,Efficiency,Comfort,Total,Note
vae_wgan_train_1430,50.0,5.78,19.92,75.7,
vae_wgan_train_1431,50.0,19.06,19.92,88.98,
vae_wgan_train_1432,50.0,20.24,19.84,90.08,
vae_wgan_train_1433,50.0,20.1,19.96,90.06,
vae_wgan_train_1434,50.0,20.77,19.96,90.73,
vae_wgan_train_1435,50.0,19.82,19.92,89.74,
vae_wgan_train_1436,50.0,6.13,19.96,76.09,
vae_wgan_train_1437,50.0,21.35,19.96,91.31,
vae_wgan_train_1438,50.0,20.04,19.72,89.76,
vae_wgan_train_1439,50.0,19.96,19.96,89.92,
vae_wgan_train_143,50.0,20.34,19.96,90.3,
vae_wgan_train_1440,50.0,5.28,19.44,74.72,
vae_wgan_train_1441,50.0,5.65,20,75.65,
vae_wgan_train_1442,50.0,20.58,19.92,90.5,
vae_wgan_train_1443,50.0,21.03,19.96,90.99,
vae_wgan_train_1444,50.0,20.98,19.96,90.94,
vae_wgan_train_1445,50.0,19.49,19.92,89.41,
vae_wgan_train_1446,50.0,19.02,19.92,88.94,
vae_wgan_train_1447,50.0,21.4,19.76,91.16,
vae_wgan_train_1448,50.0,5.22,19.96,75.18,
vae_wgan_train_1449,50.0,19.26,19.92,89.18,
vae_wgan_train_144,50.0,6.68,19.92,76.6,
vae_wgan_train_1450,50.0,21.68,19.92,91.6,
vae_wgan_train_1451,50.0,4.85,19.68,74.53,
vae_wgan_train_1452,50.0,20.56,19.6,90.16,
vae_wgan_train_1453,50.0,20.3,19.92,90.22,
vae_wgan_train_1454,50.0,21.06,19.96,91.02,
vae_wgan_train_1455,50.0,5.83,19.96,75.79,
vae_wgan_train_1456,50.0,5.21,19.96,75.17,
vae_wgan_train_1457,50.0,20.04,19.96,90.0,
vae_wgan_train_1458,50.0,20.57,19.4,89.97,
vae_wgan_train_1459,50.0,5.42,18.92,74.34,
vae_wgan_train_145,50.0,20.12,19.84,89.96,
vae_wgan_train_1460,50.0,5.17,19.48,74.65,
vae_wgan_train_1461,50.0,19.83,19.92,89.75,
vae_wgan_train_1462,50.0,20.92,19.96,90.88,
vae_wgan_train_1463,50.0,19.85,19.92,89.77,
vae_wgan_train_1464,50.0,20.11,19.52,89.63,
vae_wgan_train_1465,50.0,4.74,19.96,74.7,
vae_wgan_train_1466,50.0,20.83,19.92,90.75,
vae_wgan_train_1467,50.0,20.02,19.92,89.94,
vae_wgan_train_1468,50.0,19.74,19.52,89.26,
vae_wgan_train_1469,50.0,5.23,19.96,75.19,
vae_wgan_train_146,50.0,5.0,19.92,74.92,
vae_wgan_train_1470,50.0,5.63,19.96,75.59,
vae_wgan_train_1471,50.0,21.28,19.92,91.2,
vae_wgan_train_1472,50.0,5.11,19.96,75.07,
vae_wgan_train_1473,50.0,20.56,19.92,90.48,
vae_wgan_train_1474,50.0,20.86,19.92,90.78,
vae_wgan_train_1475,50.0,5.69,19.92,75.61,
vae_wgan_train_1476,50.0,5.6,19.56,75.16,
vae_wgan_train_1477,50.0,6.12,19.4,75.52,
vae_wgan_train_1478,50.0,5.98,19.92,75.9,
vae_wgan_train_1479,50.0,4.85,19.96,74.81,
vae_wgan_train_147,50.0,5.2,19.28,74.48,
vae_wgan_train_1480,50.0,20.16,19.96,90.12,
vae_wgan_train_1481,50.0,5.49,19.52,75.01,
vae_wgan_train_1482,50.0,20.06,19.92,89.98,
vae_wgan_train_1483,50.0,5.24,18.68,73.92,
vae_wgan_train_1484,50.0,4.98,19.96,74.94,
vae_wgan_train_1485,50.0,20.08,19.48,89.56,
vae_wgan_train_1486,50.0,20.32,19.92,90.24,
vae_wgan_train_1487,50.0,5.14,19.48,74.62,
vae_wgan_train_1488,50.0,19.26,19.92,89.18,
vae_wgan_train_1489,50.0,5.11,19.96,75.07,
vae_wgan_train_148,50.0,5.44,19.96,75.4,
vae_wgan_train_1490,50.0,6.31,19.44,75.75,
vae_wgan_train_1491,50.0,19.76,19.96,89.72,
vae_wgan_train_1492,50.0,20.87,19.92,90.79,
vae_wgan_train_1493,50.0,19.28,19.92,89.2,
vae_wgan_train_1494,50.0,20.06,19.88,89.94,
vae_wgan_train_1495,50.0,6.35,19.92,76.27,
vae_wgan_train_1496,50.0,4.77,19.52,74.29,
vae_wgan_train_1497,50.0,5.72,19.64,75.36,
vae_wgan_train_1498,50.0,4.19,19.92,74.11,
vae_wgan_train_1499,50.0,20.27,19.92,90.19,
vae_wgan_train_149,50.0,7.71,19.96,77.67,
vae_wgan_train_14,50.0,6.75,19.96,76.71,
vae_wgan_train_1500,50.0,20.38,20,90.38,
vae_wgan_train_1501,50.0,20.93,19.92,90.85,
vae_wgan_train_1502,50.0,20.86,19.96,90.82,
vae_wgan_train_1503,50.0,19.41,19.92,89.33,
vae_wgan_train_1504,50.0,20.17,19.96,90.13,
vae_wgan_train_1505,50.0,4.84,19.96,74.8,
vae_wgan_train_1506,50.0,5.99,19.2,75.19,
vae_wgan_train_1507,50.0,5.11,19.04,74.15,
vae_wgan_train_1508,50.0,4.52,19.56,74.08,
vae_wgan_train_1509,50.0,5.57,19.96,75.53,
vae_wgan_train_150,50.0,21.54,19.92,91.46,
vae_wgan_train_1510,50.0,19.62,19.92,89.54,
vae_wgan_train_1511,50.0,20.61,19.96,90.57,
vae_wgan_train_1512,50.0,21.13,19.92,91.05,
vae_wgan_train_1513,50.0,6.47,19.92,76.39,
vae_wgan_train_1514,50.0,5.03,19.56,74.59,
vae_wgan_train_1515,50.0,5.36,19.88,75.24,
vae_wgan_train_1516,50.0,5.53,19.96,75.49,
vae_wgan_train_1517,50.0,5.38,19.4,74.78,
vae_wgan_train_1518,50.0,4.91,19.96,74.87,
vae_wgan_train_1519,50.0,19.81,19.92,89.73,
vae_wgan_train_151,50.0,21.76,19.96,91.72,
vae_wgan_train_1520,50.0,19.67,19.96,89.63,
vae_wgan_train_1521,50.0,5.15,19.84,74.99,
vae_wgan_train_1522,50.0,19.83,19.92,89.75,
vae_wgan_train_1523,50.0,19.28,19.88,89.16,
vae_wgan_train_1524,50.0,4.78,19.92,74.7,
vae_wgan_train_1525,50.0,4.33,19.92,74.25,
vae_wgan_train_1526,50.0,4.76,18.6,73.36,
vae_wgan_train_1527,50.0,4.87,19.96,74.83,
vae_wgan_train_1528,50.0,5.07,19.96,75.03,
vae_wgan_train_1529,50.0,4.7,19.92,74.62,
vae_wgan_train_152,50.0,5.65,19.92,75.57,
vae_wgan_train_1530,50.0,5.13,19.2,74.33,
vae_wgan_train_1531,50.0,5.51,19.84,75.35,
vae_wgan_train_1532,50.0,4.81,19.96,74.77,
vae_wgan_train_1533,50.0,4.15,19.92,74.07,
vae_wgan_train_1534,50.0,19.97,19.96,89.93,
vae_wgan_train_1535,50.0,19.82,19.76,89.58,
vae_wgan_train_1536,50.0,5.57,19.04,74.61,
vae_wgan_train_1537,50.0,20.43,19.48,89.91,
vae_wgan_train_1538,50.0,5.23,19.96,75.19,
vae_wgan_train_1539,50.0,20.52,19.92,90.44,
vae_wgan_train_153,50.0,6.79,19.12,75.91,
vae_wgan_train_1540,50.0,4.92,19.96,74.88,
vae_wgan_train_1541,50.0,5.41,19.6,75.01,
vae_wgan_train_1542,50.0,5.41,19.6,75.01,
vae_wgan_train_1543,50.0,19.79,19.92,89.71,
vae_wgan_train_1544,50.0,20.91,19.96,90.87,
vae_wgan_train_1545,50.0,19.97,19.96,89.93,
vae_wgan_train_1546,50.0,4.19,19.92,74.11,
vae_wgan_train_1547,50.0,20.96,19.92,90.88,
vae_wgan_train_1548,50.0,3.96,19.76,73.72,
vae_wgan_train_1549,50.0,4.32,19.36,73.68,
vae_wgan_train_154,50.0,7.57,19.96,77.53,
vae_wgan_train_1550,50.0,20.17,19.92,90.09,
vae_wgan_train_1551,50.0,19.74,19.84,89.58,
vae_wgan_train_1552,50.0,19.69,19.96,89.65,
vae_wgan_train_1553,50.0,19.07,19.92,88.99,
vae_wgan_train_1554,50.0,19.74,19.96,89.7,
vae_wgan_train_1555,50.0,5.27,19.96,75.23,
vae_wgan_train_1556,50.0,4.49,19.96,74.45,
vae_wgan_train_1557,50.0,5.89,19.96,75.85,
vae_wgan_train_1558,50.0,20.5,19.68,90.18,
vae_wgan_train_1559,50.0,5.46,19.92,75.38,
vae_wgan_train_155,50.0,20.29,19.96,90.25,
vae_wgan_train_1560,50.0,21.27,19.96,91.23,
vae_wgan_train_1561,50.0,20.38,19.92,90.3,
vae_wgan_train_1562,50.0,4.83,19.88,74.71,
vae_wgan_train_1563,50.0,5.03,18.96,73.99,
vae_wgan_train_1564,50.0,5.43,19.84,75.27,
vae_wgan_train_1565,50.0,20.77,19.92,90.69,
vae_wgan_train_1566,50.0,19.74,19.32,89.06,
vae_wgan_train_1567,50.0,5.75,19.96,75.71,
vae_wgan_train_1568,50.0,4.94,19.28,74.22,
vae_wgan_train_1569,50.0,19.89,19.96,89.85,
vae_wgan_train_156,50.0,5.92,19.72,75.64,
vae_wgan_train_1570,50.0,4.81,19.92,74.73,
vae_wgan_train_1571,50.0,4.86,19.96,74.82,
vae_wgan_train_1572,50.0,5.01,19.56,74.57,
vae_wgan_train_1573,50.0,21.87,19.96,91.83,
vae_wgan_train_1574,50.0,20.83,19.92,90.75,
vae_wgan_train_1575,50.0,5.06,19.92,74.98,
vae_wgan_train_1576,50.0,5.28,19.24,74.52,
vae_wgan_train_1577,50.0,4.44,19.96,74.4,
vae_wgan_train_1578,50.0,4.87,19.56,74.43,
vae_wgan_train_1579,50.0,21.32,19.92,91.24,
vae_wgan_train_157,50.0,21.29,19.96,91.25,
vae_wgan_train_1580,50.0,5.91,19.92,75.83,
vae_wgan_train_1581,50.0,19.57,18.92,88.49,
vae_wgan_train_1582,50.0,19.36,20,89.36,
vae_wgan_train_1583,50.0,5.84,19.44,75.28,
vae_wgan_train_1584,50.0,5.65,19.12,74.77,
vae_wgan_train_1585,50.0,5.44,19.96,75.4,
vae_wgan_train_1586,50.0,19.25,19.92,89.17,
vae_wgan_train_1587,50.0,5.04,19.96,75.0,
vae_wgan_train_1588,50.0,19.78,19.92,89.7,
vae_wgan_train_1589,50.0,20.28,19.96,90.24,
vae_wgan_train_158,50.0,21.24,20,91.24,
vae_wgan_train_1590,50.0,20.56,19.92,90.48,
vae_wgan_train_1591,50.0,6.27,19.92,76.19,
vae_wgan_train_1592,50.0,4.14,19.92,74.06,
vae_wgan_train_1593,50.0,4.84,19.96,74.8,
vae_wgan_train_1594,50.0,19.88,19.96,89.84,
vae_wgan_train_1595,50.0,19.78,19.92,89.7,
vae_wgan_train_1596,50.0,20.11,19.96,90.07,
vae_wgan_train_1597,50.0,5.66,19.88,75.54,
vae_wgan_train_1598,50.0,20.0,19.96,89.96,
vae_wgan_train_1599,50.0,5.92,19.92,75.84,
vae_wgan_train_159,50.0,19.92,19.96,89.88,
vae_wgan_train_15,50.0,5.26,19.8,75.06,
vae_wgan_train_1600,50.0,5.13,19.92,75.05,
vae_wgan_train_1601,50.0,6.52,19.76,76.28,
vae_wgan_train_1602,50.0,19.64,19.92,89.56,
vae_wgan_train_1603,50.0,5.79,19.32,75.11,
vae_wgan_train_1604,50.0,19.2,19.4,88.6,
vae_wgan_train_1605,50.0,5.35,19.4,74.75,
vae_wgan_train_1606,50.0,4.91,19.96,74.87,
vae_wgan_train_1607,50.0,5.51,19.68,75.19,
vae_wgan_train_1608,50.0,20.09,19.92,90.01,
vae_wgan_train_1609,50.0,4.6,19.92,74.52,
vae_wgan_train_160,50.0,5.37,19.92,75.29,
vae_wgan_train_1610,50.0,20.73,19.92,90.65,
vae_wgan_train_1611,50.0,20.35,19.96,90.31,
vae_wgan_train_1612,50.0,5.9,19.96,75.86,
vae_wgan_train_1613,50.0,19.09,19.92,89.01,
vae_wgan_train_1614,50.0,5.87,19.24,75.11,
vae_wgan_train_1615,50.0,20.36,20,90.36,
vae_wgan_train_1616,50.0,21.16,19.92,91.08,
vae_wgan_train_1617,50.0,5.17,19.96,75.13,
vae_wgan_train_1618,50.0,19.48,19.92,89.4,
vae_wgan_train_1619,50.0,5.26,19.52,74.78,
vae_wgan_train_161,50.0,4.37,19.16,73.53,
vae_wgan_train_1620,50.0,20.38,19.92,90.3,
vae_wgan_train_1621,50.0,5.09,19.64,74.73,
vae_wgan_train_1622,50.0,5.19,19.96,75.15,
vae_wgan_train_1623,50.0,20.26,19.96,90.22,
vae_wgan_train_1624,50.0,5.02,19.92,74.94,
vae_wgan_train_1625,50.0,6.19,19.92,76.11,
vae_wgan_train_1626,50.0,5.57,19.92,75.49,
vae_wgan_train_1627,50.0,5.84,19.96,75.8,
vae_wgan_train_1628,50.0,19.79,19.96,89.75,
vae_wgan_train_1629,50.0,3.78,19.64,73.42,
vae_wgan_train_162,50.0,4.93,19.68,74.61,
vae_wgan_train_1630,50.0,5.25,19.28,74.53,
vae_wgan_train_1631,50.0,5.2,18.88,74.08,
vae_wgan_train_1632,50.0,5.4,19.96,75.36,
vae_wgan_train_1633,50.0,20.27,19.48,89.75,
vae_wgan_train_1634,50.0,4.62,19.84,74.46,
vae_wgan_train_1635,50.0,5.68,19.92,75.6,
vae_wgan_train_1636,50.0,5.33,19.76,75.09,
vae_wgan_train_1637,50.0,20.41,19.96,90.37,
vae_wgan_train_1638,50.0,19.68,19.92,89.6,
vae_wgan_train_1639,50.0,19.44,19.92,89.36,
vae_wgan_train_163,50.0,4.96,19.92,74.88,
vae_wgan_train_1640,50.0,5.26,19.32,74.58,
vae_wgan_train_1641,50.0,19.84,19.96,89.8,
vae_wgan_train_1642,50.0,20.92,19.96,90.88,
vae_wgan_train_1643,50.0,19.71,19.92,89.63,
vae_wgan_train_1644,50.0,19.16,19.92,89.08,
vae_wgan_train_1645,50.0,19.23,19.92,89.15,
vae_wgan_train_1646,50.0,19.13,19.92,89.05,
vae_wgan_train_1647,50.0,4.29,19.96,74.25,
vae_wgan_train_1648,50.0,20.45,19.4,89.85,
vae_wgan_train_1649,50.0,19.89,19.96,89.85,
vae_wgan_train_164,50.0,4.7,19.96,74.66,
vae_wgan_train_1650,50.0,4.1,19.92,74.02,
vae_wgan_train_1651,50.0,4.8,19.32,74.12,
vae_wgan_train_1652,50.0,20.35,19.92,90.27,
vae_wgan_train_1653,50.0,20.37,19.96,90.33,
vae_wgan_train_1654,50.0,6.88,20,76.88,
vae_wgan_train_1655,50.0,5.53,19.96,75.49,
vae_wgan_train_1656,50.0,5.48,19.68,75.16,
vae_wgan_train_1657,50.0,20.2,19.96,90.16,
vae_wgan_train_1658,50.0,6.05,19.96,76.01,
vae_wgan_train_1659,50.0,19.1,19.36,88.46,
vae_wgan_train_165,50.0,5.2,19.04,74.24,
vae_wgan_train_1660,50.0,19.45,19.68,89.13,
vae_wgan_train_1661,50.0,5.29,19.96,75.25,
vae_wgan_train_1662,50.0,4.85,19.36,74.21,
vae_wgan_train_1663,50.0,6.03,19.92,75.95,
vae_wgan_train_1664,50.0,19.62,19.92,89.54,
vae_wgan_train_1665,50.0,19.03,19.92,88.95,
vae_wgan_train_1666,50.0,18.99,19.52,88.51,
vae_wgan_train_1667,50.0,20.41,19.92,90.33,
vae_wgan_train_1668,50.0,20.02,19.96,89.98,
vae_wgan_train_1669,50.0,20.25,19.92,90.17,
vae_wgan_train_166,50.0,19.27,19.92,89.19,
vae_wgan_train_1670,50.0,19.28,19.68,88.96,
vae_wgan_train_1671,50.0,19.46,19.92,89.38,
vae_wgan_train_1672,50.0,19.84,20,89.84,
vae_wgan_train_1673,50.0,19.71,19.96,89.67,
vae_wgan_train_1674,50.0,5.6,19.24,74.84,
vae_wgan_train_1675,50.0,5.27,20,75.27,
vae_wgan_train_1676,50.0,6.22,19.96,76.18,
vae_wgan_train_1677,50.0,6.06,19.92,75.98,
vae_wgan_train_1678,50.0,21.63,19.96,91.59,
vae_wgan_train_1679,50.0,5.72,19.96,75.68,
vae_wgan_train_167,50.0,5.95,19.64,75.59,
vae_wgan_train_1680,50.0,4.49,19.12,73.61,
vae_wgan_train_1681,50.0,20.04,19.92,89.96,
vae_wgan_train_1682,50.0,5.59,19.96,75.55,
vae_wgan_train_1683,50.0,6.44,19.92,76.36,
vae_wgan_train_1684,50.0,5.1,19.92,75.02,
vae_wgan_train_1685,50.0,5.67,19.76,75.43,
vae_wgan_train_1686,50.0,19.55,19.92,89.47,
vae_wgan_train_1687,50.0,19.85,19.92,89.77,
vae_wgan_train_1688,50.0,6.03,19.92,75.95,
vae_wgan_train_1689,50.0,4.34,19.92,74.26,
vae_wgan_train_168,50.0,19.71,19.96,89.67,
vae_wgan_train_1690,50.0,4.59,19.92,74.51,
vae_wgan_train_1691,50.0,5.96,19.96,75.92,
vae_wgan_train_1692,50.0,5.24,19.0,74.24,
vae_wgan_train_1693,50.0,20.57,20,90.57,
vae_wgan_train_1694,50.0,20.64,19.96,90.6,
vae_wgan_train_1695,50.0,4.15,19.92,74.07,
vae_wgan_train_1696,50.0,5.56,19.96,75.52,
vae_wgan_train_1697,50.0,21.87,19.8,91.67,
vae_wgan_train_1698,50.0,20.21,19.96,90.17,
vae_wgan_train_1699,50.0,20.99,19.28,90.27,
vae_wgan_train_169,50.0,4.61,19.92,74.53,
vae_wgan_train_16,50.0,19.46,19.92,89.38,
vae_wgan_train_1700,50.0,5.97,19.16,75.13,
vae_wgan_train_1701,50.0,5.33,18.64,73.97,
vae_wgan_train_1702,50.0,20.02,19.96,89.98,
vae_wgan_train_1703,50.0,20.2,19.96,90.16,
vae_wgan_train_1704,50.0,5.55,19.92,75.47,
vae_wgan_train_1705,50.0,20.37,19.96,90.33,
vae_wgan_train_1706,50.0,4.7,19.12,73.82,
vae_wgan_train_1707,50.0,20.23,19.28,89.51,
vae_wgan_train_1708,50.0,20.23,19.92,90.15,
vae_wgan_train_1709,50.0,19.55,19.96,89.51,
vae_wgan_train_170,50.0,19.84,19.96,89.8,
vae_wgan_train_1710,50.0,5.84,19.96,75.8,
vae_wgan_train_1711,50.0,20.04,19.96,90.0,
vae_wgan_train_1712,50.0,19.27,20,89.27,
vae_wgan_train_1713,50.0,6.97,19.96,76.93,
vae_wgan_train_1714,50.0,5.57,19.56,75.13,
vae_wgan_train_1715,50.0,5.92,19.92,75.84,
vae_wgan_train_1716,50.0,5.52,19.96,75.48,
vae_wgan_train_1717,50.0,5.71,18.64,74.35,
vae_wgan_train_1718,50.0,5.03,19.92,74.95,
vae_wgan_train_1719,50.0,5.75,19.68,75.43,
vae_wgan_train_171,50.0,4.79,19.32,74.11,
vae_wgan_train_1720,50.0,6.24,19.52,75.76,
vae_wgan_train_1721,50.0,5.99,19.96,75.95,
vae_wgan_train_1722,50.0,4.76,19.96,74.72,
vae_wgan_train_1723,50.0,20.06,19.88,89.94,
vae_wgan_train_1724,50.0,4.81,19.92,74.73,
vae_wgan_train_1725,50.0,19.96,19.96,89.92,
vae_wgan_train_1726,50.0,5.77,19.92,75.69,
vae_wgan_train_1727,50.0,20.15,19.92,90.07,
vae_wgan_train_1728,50.0,5.94,19.88,75.82,
vae_wgan_train_1729,50.0,5.8,19.96,75.76,
vae_wgan_train_172,50.0,19.72,19.72,89.44,
vae_wgan_train_1730,50.0,4.28,19.92,74.2,
vae_wgan_train_1731,50.0,6.21,19.08,75.29,
vae_wgan_train_1732,50.0,4.64,19.96,74.6,
vae_wgan_train_1733,50.0,5.07,19.96,75.03,
vae_wgan_train_1734,50.0,19.4,19.92,89.32,
vae_wgan_train_1735,50.0,19.96,19.96,89.92,
vae_wgan_train_1736,50.0,19.93,19.96,89.89,
vae_wgan_train_1737,50.0,21.38,19.92,91.3,
vae_wgan_train_1738,50.0,20.72,19.64,90.36,
vae_wgan_train_1739,50.0,5.16,19.36,74.52,
vae_wgan_train_173,50.0,19.85,19.92,89.77,
vae_wgan_train_1740,50.0,4.53,19.12,73.65,
vae_wgan_train_1741,50.0,5.5,19.32,74.82,
vae_wgan_train_1742,50.0,5.41,19.64,75.05,
vae_wgan_train_1743,50.0,20.31,19.96,90.27,
vae_wgan_train_1744,50.0,5.08,19.96,75.04,
vae_wgan_train_1745,50.0,4.96,19.96,74.92,
vae_wgan_train_1746,50.0,19.36,19.52,88.88,
vae_wgan_train_1747,50.0,20.18,19.48,89.66,
vae_wgan_train_1748,50.0,6.37,19.44,75.81,
vae_wgan_train_1749,50.0,20.23,19.96,90.19,
vae_wgan_train_174,50.0,19.41,19.8,89.21,
vae_wgan_train_1750,50.0,5.22,19.96,75.18,
vae_wgan_train_1751,50.0,5.86,19.4,75.26,
vae_wgan_train_1752,50.0,20.15,19.96,90.11,
vae_wgan_train_1753,50.0,19.76,19.92,89.68,
vae_wgan_train_1754,50.0,5.88,19.76,75.64,
vae_wgan_train_1755,50.0,5.56,19.36,74.92,
vae_wgan_train_1756,50.0,4.45,19.92,74.37,
vae_wgan_train_1757,50.0,4.85,19.52,74.37,
vae_wgan_train_1758,50.0,19.4,19.92,89.32,
vae_wgan_train_1759,50.0,5.22,19.96,75.18,
vae_wgan_train_175,50.0,19.62,19.88,89.5,
vae_wgan_train_1760,50.0,5.28,19.96,75.24,
vae_wgan_train_1761,50.0,19.96,19.96,89.92,
vae_wgan_train_1762,50.0,19.79,19.92,89.71,
vae_wgan_train_1763,50.0,19.18,19.92,89.1,
vae_wgan_train_1764,50.0,19.37,19.24,88.61,
vae_wgan_train_1765,50.0,20.32,19.92,90.24,
vae_wgan_train_1766,50.0,21.29,19.64,90.93,
vae_wgan_train_1767,50.0,19.12,19.36,88.48,
vae_wgan_train_1768,50.0,5.14,19.48,74.62,
vae_wgan_train_1769,50.0,5.17,19.96,75.13,
vae_wgan_train_176,50.0,19.41,19.96,89.37,
vae_wgan_train_1770,50.0,19.16,19.92,89.08,
vae_wgan_train_1771,50.0,19.17,19.92,89.09,
vae_wgan_train_1772,50.0,19.67,19.92,89.59,
vae_wgan_train_1773,50.0,19.65,19.32,88.97,
vae_wgan_train_1774,50.0,4.45,19.96,74.41,
vae_wgan_train_1775,50.0,20.58,19.92,90.5,
vae_wgan_train_1776,50.0,5.15,19.6,74.75,
vae_wgan_train_1777,50.0,19.79,19.92,89.71,
vae_wgan_train_1778,50.0,19.94,19.96,89.9,
vae_wgan_train_1779,50.0,5.43,19.44,74.87,
vae_wgan_train_177,50.0,19.17,19.92,89.09,
vae_wgan_train_1780,50.0,19.37,19.92,89.29,
vae_wgan_train_1781,50.0,20.36,19.96,90.32,
vae_wgan_train_1782,50.0,5.53,19.76,75.29,
vae_wgan_train_1783,50.0,19.27,19.92,89.19,
vae_wgan_train_1784,50.0,20.55,19.96,90.51,
vae_wgan_train_1785,50.0,20.58,19.0,89.58,
vae_wgan_train_1786,50.0,5.0,19.96,74.96,
vae_wgan_train_1787,50.0,5.1,19.64,74.74,
vae_wgan_train_1788,50.0,4.56,19.96,74.52,
vae_wgan_train_1789,50.0,6.56,19.92,76.48,
vae_wgan_train_178,50.0,4.43,19.92,74.35,
vae_wgan_train_1790,50.0,20.2,19.24,89.44,
vae_wgan_train_1791,50.0,5.51,19.92,75.43,
vae_wgan_train_1792,50.0,5.07,19.96,75.03,
vae_wgan_train_1793,50.0,5.25,19.2,74.45,
vae_wgan_train_1794,50.0,4.13,19.4,73.53,
vae_wgan_train_1795,50.0,3.96,18.92,72.88,
vae_wgan_train_1796,50.0,4.54,19.88,74.42,
vae_wgan_train_1797,50.0,19.73,19.92,89.65,
vae_wgan_train_1798,50.0,20.16,19.96,90.12,
vae_wgan_train_1799,50.0,4.4,19.6,74.0,
vae_wgan_train_179,50.0,5.13,19.92,75.05,
vae_wgan_train_17,50.0,5.05,19.96,75.01,
vae_wgan_train_1800,50.0,5.02,19.44,74.46,
vae_wgan_train_1801,50.0,4.61,19.96,74.57,
vae_wgan_train_1802,50.0,5.87,19.16,75.03,
vae_wgan_train_1803,50.0,19.98,19.96,89.94,
vae_wgan_train_1804,50.0,19.67,19.68,89.35,
vae_wgan_train_1805,50.0,4.65,19.52,74.17,
vae_wgan_train_1806,50.0,4.78,19.96,74.74,
vae_wgan_train_1807,50.0,5.28,19.56,74.84,
vae_wgan_train_1808,50.0,5.32,19.4,74.72,
vae_wgan_train_1809,50.0,20.53,19.84,90.37,
vae_wgan_train_180,50.0,4.46,19.96,74.42,
vae_wgan_train_1810,50.0,20.94,19.84,90.78,
vae_wgan_train_1811,50.0,19.98,19.36,89.34,
vae_wgan_train_1812,50.0,19.73,19.52,89.25,
vae_wgan_train_1813,50.0,4.78,19.96,74.74,
vae_wgan_train_1814,50.0,4.81,19.96,74.77,
vae_wgan_train_1815,50.0,4.48,19.12,73.6,
vae_wgan_train_1816,50.0,20.34,18.64,88.98,
vae_wgan_train_1817,50.0,5.44,19.92,75.36,
vae_wgan_train_1818,50.0,5.24,19.72,74.96,
vae_wgan_train_1819,50.0,21.17,19.96,91.13,
vae_wgan_train_181,50.0,19.17,19.44,88.61,
vae_wgan_train_1820,50.0,4.3,19.12,73.42,
vae_wgan_train_1821,50.0,20.66,19.96,90.62,
vae_wgan_train_1822,50.0,5.04,19.96,75.0,
vae_wgan_train_1823,50.0,20.12,19.92,90.04,
vae_wgan_train_1824,50.0,20.63,19.92,90.55,
vae_wgan_train_1825,50.0,5.64,19.92,75.56,
vae_wgan_train_1826,50.0,19.9,19.96,89.86,
vae_wgan_train_1827,50.0,6.15,19.6,75.75,
vae_wgan_train_1828,50.0,19.31,19.24,88.55,
vae_wgan_train_1829,50.0,21.06,19.36,90.42,
vae_wgan_train_182,50.0,4.88,19.96,74.84,
vae_wgan_train_1830,50.0,19.08,19.0,88.08,
vae_wgan_train_1831,50.0,5.44,19.8,75.24,
vae_wgan_train_1832,50.0,21.2,19.96,91.16,
vae_wgan_train_1833,50.0,19.21,19.92,89.13,
vae_wgan_train_1834,50.0,5.06,19.92,74.98,
vae_wgan_train_1835,50.0,4.46,19.88,74.34,
vae_wgan_train_1836,50.0,4.53,19.96,74.49,
vae_wgan_train_1837,50.0,20.16,19.92,90.08,
vae_wgan_train_1838,50.0,18.85,19.96,88.81,
vae_wgan_train_1839,50.0,19.58,19.96,89.54,
vae_wgan_train_183,50.0,5.59,19.28,74.87,
vae_wgan_train_1840,50.0,5.48,19.84,75.32,
vae_wgan_train_1841,50.0,4.84,19.96,74.8,
vae_wgan_train_1842,50.0,4.3,19.96,74.26,
vae_wgan_train_1843,50.0,18.45,19.92,88.37,
vae_wgan_train_1844,50.0,20.59,19.96,90.55,
vae_wgan_train_1845,50.0,20.51,19.96,90.47,
vae_wgan_train_1846,50.0,21.51,19.96,91.47,
vae_wgan_train_1847,50.0,5.04,19.92,74.96,
vae_wgan_train_1848,50.0,3.61,19.0,72.61,
vae_wgan_train_1849,50.0,5.28,20,75.28,
vae_wgan_train_184,50.0,4.69,19.6,74.29,
vae_wgan_train_1850,50.0,4.53,18.56,73.09,
vae_wgan_train_1851,50.0,5.6,19.16,74.76,
vae_wgan_train_1852,50.0,20.17,19.6,89.77,
vae_wgan_train_1853,50.0,16.31,19.64,85.95,
vae_wgan_train_1854,50.0,17.64,19.12,86.76,
vae_wgan_train_1855,50.0,18.26,19.96,88.22,
vae_wgan_train_1856,50.0,20.99,19.96,90.95,
vae_wgan_train_1857,50.0,20.99,19.96,90.95,
vae_wgan_train_1858,50.0,5.11,19.92,75.03,
vae_wgan_train_1859,50.0,5.94,19.96,75.9,
vae_wgan_train_185,50.0,4.65,19.04,73.69,
vae_wgan_train_1860,50.0,5.93,19.96,75.89,
vae_wgan_train_1861,50.0,20.5,19.92,90.42,
vae_wgan_train_1862,50.0,20.2,19.92,90.12,
vae_wgan_train_1863,50.0,4.29,19.68,73.97,
vae_wgan_train_1864,50.0,6.28,19.96,76.24,
vae_wgan_train_1865,50.0,20.55,19.96,90.51,
vae_wgan_train_1866,50.0,5.01,19.72,74.73,
