Scenario,Safety,Efficiency,Comfort,Total,Note
vae_wgan_sample_2152,50.0,4.92,19.96,74.88,
vae_wgan_sample_2153,50.0,20.39,19.96,90.35,
vae_wgan_sample_2154,50.0,5.61,19.92,75.53,
vae_wgan_sample_2155,50.0,4.55,19.96,74.51,
vae_wgan_sample_2156,50.0,6.03,19.96,75.99,
vae_wgan_sample_2157,50.0,19.95,19.96,89.91,
vae_wgan_sample_2158,50.0,5.2,19.92,75.12,
vae_wgan_sample_2159,50.0,4.62,19.96,74.58,
vae_wgan_sample_215,50.0,4.22,19.92,74.14,
vae_wgan_sample_2160,50.0,4.52,19.96,74.48,
vae_wgan_sample_2161,50.0,4.31,19.92,74.23,
vae_wgan_sample_2162,50.0,20.68,19.96,90.64,
vae_wgan_sample_2163,50.0,4.35,19.52,73.87,
vae_wgan_sample_2164,50.0,20.12,19.92,90.04,
vae_wgan_sample_2165,50.0,19.3,19.92,89.22,
vae_wgan_sample_2166,50.0,4.39,19.92,74.31,
vae_wgan_sample_2167,50.0,19.89,19.96,89.85,
vae_wgan_sample_2168,50.0,5.03,19.96,74.99,
vae_wgan_sample_2169,50.0,20.82,19.96,90.78,
vae_wgan_sample_216,50.0,5.86,19.96,75.82,
vae_wgan_sample_2170,50.0,19.76,19.96,89.72,
vae_wgan_sample_2171,50.0,5.07,19.96,75.03,
vae_wgan_sample_2172,50.0,20.87,19.96,90.83,
vae_wgan_sample_2173,50.0,19.86,19.96,89.82,
vae_wgan_sample_2174,50.0,4.49,19.96,74.45,
vae_wgan_sample_2175,50.0,20.85,19.96,90.81,
vae_wgan_sample_2176,50.0,19.76,19.96,89.72,
vae_wgan_sample_2177,50.0,20.76,19.96,90.72,
vae_wgan_sample_2178,50.0,3.79,19.92,73.71,
vae_wgan_sample_2179,50.0,4.62,19.96,74.58,
vae_wgan_sample_217,50.0,5.23,19.92,75.15,
vae_wgan_sample_2180,50.0,20.12,19.96,90.08,
vae_wgan_sample_2181,50.0,19.93,19.92,89.85,
vae_wgan_sample_2182,50.0,6.15,18.48,74.63,
vae_wgan_sample_2183,50.0,17.97,19.96,87.93,
vae_wgan_sample_2184,50.0,5.03,19.96,74.99,
vae_wgan_sample_2185,50.0,4.67,19.96,74.63,
vae_wgan_sample_2186,50.0,4.97,19.96,74.93,
vae_wgan_sample_2187,50.0,4.86,19.96,74.82,
vae_wgan_sample_2188,29.6,2.59,19.84,52.03,
vae_wgan_sample_2189,50.0,4.28,19.96,74.24,
vae_wgan_sample_218,50.0,19.46,19.92,89.38,
vae_wgan_sample_2190,50.0,20.69,19.96,90.65,
vae_wgan_sample_2191,50.0,19.51,19.96,89.47,
vae_wgan_sample_2192,50.0,19.76,19.96,89.72,
vae_wgan_sample_2193,50.0,19.24,19.96,89.2,
vae_wgan_sample_2194,50.0,5.26,19.96,75.22,
vae_wgan_sample_2195,50.0,4.79,19.92,74.71,
vae_wgan_sample_2196,50.0,4.79,19.96,74.75,
vae_wgan_sample_2197,50.0,4.66,19.96,74.62,
vae_wgan_sample_2198,50.0,19.33,19.92,89.25,
vae_wgan_sample_2199,50.0,19.37,19.92,89.29,
vae_wgan_sample_219,50.0,20.57,19.92,90.49,
vae_wgan_sample_21,50.0,20.12,19.96,90.08,
vae_wgan_sample_2200,50.0,15.75,19.64,85.39,
vae_wgan_sample_2201,50.0,20.09,19.96,90.05,
vae_wgan_sample_2202,50.0,4.92,19.92,74.84,
vae_wgan_sample_2203,39.6,4.45,19.92,63.97,
vae_wgan_sample_2204,50.0,20.72,19.96,90.68,
vae_wgan_sample_2205,50.0,5.84,19.96,75.8,
vae_wgan_sample_2206,50.0,5.94,19.92,75.86,
vae_wgan_sample_2207,50.0,4.46,19.96,74.42,
vae_wgan_sample_2208,50.0,20.22,19.96,90.18,
vae_wgan_sample_2209,50.0,19.96,19.96,89.92,
vae_wgan_sample_220,50.0,4.77,19.92,74.69,
vae_wgan_sample_2210,50.0,4.48,19.96,74.44,
vae_wgan_sample_2211,50.0,19.78,19.96,89.74,
vae_wgan_sample_2212,50.0,20.24,19.96,90.2,
vae_wgan_sample_2213,50.0,4.64,19.96,74.6,
vae_wgan_sample_2214,50.0,5.09,19.96,75.05,
vae_wgan_sample_2215,50.0,5.33,19.92,75.25,
vae_wgan_sample_2216,50.0,4.4,19.92,74.32,
vae_wgan_sample_2217,50.0,5.39,19.92,75.31,
vae_wgan_sample_2218,50.0,3.71,18.64,72.35,
vae_wgan_sample_2219,50.0,19.69,19.96,89.65,
vae_wgan_sample_221,50.0,4.52,19.92,74.44,
vae_wgan_sample_2220,50.0,4.63,19.96,74.59,
vae_wgan_sample_2221,50.0,20.04,19.96,90.0,
vae_wgan_sample_2222,50.0,19.68,19.92,89.6,
vae_wgan_sample_2223,50.0,20.04,19.96,90.0,
vae_wgan_sample_2224,50.0,21.3,19.96,91.26,
vae_wgan_sample_2225,50.0,19.72,19.96,89.68,
vae_wgan_sample_2226,50.0,20.09,19.92,90.01,
vae_wgan_sample_2227,50.0,19.66,19.96,89.62,
vae_wgan_sample_2228,50.0,5.33,19.92,75.25,
vae_wgan_sample_2229,50.0,5.05,19.96,75.01,
vae_wgan_sample_222,50.0,5.91,19.96,75.87,
vae_wgan_sample_2230,50.0,20.28,19.92,90.2,
vae_wgan_sample_2231,50.0,19.77,19.96,89.73,
vae_wgan_sample_2232,50.0,20.65,19.92,90.57,
vae_wgan_sample_2233,50.0,5.44,19.96,75.4,
vae_wgan_sample_2234,50.0,4.93,19.96,74.89,
vae_wgan_sample_2235,50.0,4.8,19.96,74.76,
vae_wgan_sample_2236,50.0,19.76,19.96,89.72,
vae_wgan_sample_2237,50.0,5.06,19.96,75.02,
vae_wgan_sample_2238,50.0,20.04,19.96,90.0,
vae_wgan_sample_2239,50.0,4.2,19.96,74.16,
vae_wgan_sample_223,50.0,5.0,19.96,74.96,
vae_wgan_sample_2240,50.0,4.38,19.92,74.3,
vae_wgan_sample_2241,50.0,20.35,19.96,90.31,
vae_wgan_sample_2242,50.0,4.89,19.92,74.81,
vae_wgan_sample_2243,50.0,19.83,19.92,89.75,
vae_wgan_sample_2244,50.0,19.7,19.96,89.66,
vae_wgan_sample_2245,50.0,19.93,19.96,89.89,
vae_wgan_sample_2246,50.0,18.6,19.96,88.56,
vae_wgan_sample_2247,50.0,4.92,19.96,74.88,
vae_wgan_sample_2248,50.0,5.03,19.96,74.99,
vae_wgan_sample_2249,50.0,5.88,19.96,75.84,
vae_wgan_sample_224,50.0,18.98,19.96,88.94,
vae_wgan_sample_2250,50.0,4.99,19.96,74.95,
vae_wgan_sample_2251,50.0,19.88,19.96,89.84,
vae_wgan_sample_2252,50.0,5.22,19.96,75.18,
vae_wgan_sample_2253,50.0,20.02,19.96,89.98,
vae_wgan_sample_2254,50.0,19.91,19.96,89.87,
vae_wgan_sample_2255,50.0,4.77,19.92,74.69,
vae_wgan_sample_2256,50.0,5.0,19.96,74.96,
vae_wgan_sample_2257,50.0,19.93,19.96,89.89,
vae_wgan_sample_2258,50.0,19.39,19.92,89.31,
vae_wgan_sample_2259,50.0,20.0,19.96,89.96,
vae_wgan_sample_225,50.0,3.36,20,73.36,
vae_wgan_sample_2260,50.0,4.43,19.92,74.35,
vae_wgan_sample_2261,50.0,19.8,19.96,89.76,
vae_wgan_sample_2262,50.0,21.29,19.96,91.25,
vae_wgan_sample_2263,50.0,4.74,19.96,74.7,
vae_wgan_sample_2264,50.0,1.78,19.48,71.26,
vae_wgan_sample_2265,0.0,15.76,18.63,34.39,
vae_wgan_sample_2266,50.0,5.15,19.96,75.11,
vae_wgan_sample_2267,50.0,19.29,19.96,89.25,
vae_wgan_sample_2268,50.0,19.96,19.96,89.92,
vae_wgan_sample_2269,50.0,5.58,19.96,75.54,
vae_wgan_sample_226,50.0,4.88,19.96,74.84,
vae_wgan_sample_2270,50.0,20.17,19.96,90.13,
vae_wgan_sample_2271,50.0,19.44,19.92,89.36,
vae_wgan_sample_2272,50.0,5.19,19.92,75.11,
vae_wgan_sample_2273,50.0,21.29,19.96,91.25,
vae_wgan_sample_2274,50.0,6.18,19.4,75.58,
vae_wgan_sample_2275,50.0,20.11,19.96,90.07,
vae_wgan_sample_2276,50.0,20.08,19.96,90.04,
vae_wgan_sample_2277,50.0,5.7,19.96,75.66,
vae_wgan_sample_2278,50.0,5.03,19.96,74.99,
vae_wgan_sample_2279,50.0,3.7,19.96,73.66,
vae_wgan_sample_227,50.0,4.31,19.92,74.23,
vae_wgan_sample_2280,50.0,4.54,19.96,74.5,
vae_wgan_sample_2281,50.0,5.25,19.96,75.21,
vae_wgan_sample_2282,50.0,19.97,19.96,89.93,
vae_wgan_sample_2283,50.0,4.89,19.92,74.81,
vae_wgan_sample_2284,50.0,5.34,19.96,75.3,
vae_wgan_sample_2285,50.0,19.94,19.96,89.9,
vae_wgan_sample_2286,50.0,4.71,19.96,74.67,
vae_wgan_sample_2287,50.0,4.29,19.96,74.25,
vae_wgan_sample_2288,50.0,18.52,19.96,88.48,
vae_wgan_sample_2289,50.0,19.65,19.96,89.61,
vae_wgan_sample_228,50.0,18.81,19.96,88.77,
vae_wgan_sample_2290,50.0,5.36,19.96,75.32,
vae_wgan_sample_2291,50.0,19.35,19.92,89.27,
vae_wgan_sample_2292,50.0,6.0,19.96,75.96,
vae_wgan_sample_2293,50.0,4.66,19.92,74.58,
vae_wgan_sample_2294,50.0,5.2,19.96,75.16,
vae_wgan_sample_2295,50.0,4.88,19.96,74.84,
vae_wgan_sample_2296,50.0,5.41,19.88,75.29,
vae_wgan_sample_2297,50.0,5.18,19.96,75.14,
vae_wgan_sample_2298,50.0,4.95,19.96,74.91,
vae_wgan_sample_2299,50.0,19.66,19.92,89.58,
vae_wgan_sample_229,50.0,19.51,19.68,89.19,
vae_wgan_sample_22,50.0,20.81,19.96,90.77,
vae_wgan_sample_2300,50.0,6.3,20,76.3,
vae_wgan_sample_2301,50.0,19.72,19.96,89.68,
vae_wgan_sample_2302,50.0,20.75,19.96,90.71,
vae_wgan_sample_2303,50.0,19.47,19.92,89.39,
vae_wgan_sample_2304,50.0,2.09,19.92,72.01,
vae_wgan_sample_2305,50.0,5.25,19.96,75.21,
vae_wgan_sample_2306,50.0,4.87,19.96,74.83,
vae_wgan_sample_2307,50.0,19.23,19.96,89.19,
vae_wgan_sample_2308,50.0,3.66,19.92,73.58,
vae_wgan_sample_2309,50.0,4.94,19.92,74.86,
vae_wgan_sample_230,50.0,4.89,19.92,74.81,
vae_wgan_sample_2310,50.0,2.8,19.96,72.76,
vae_wgan_sample_2311,50.0,4.89,19.6,74.49,
vae_wgan_sample_2312,50.0,5.25,19.96,75.21,
vae_wgan_sample_2313,50.0,3.91,19.96,73.87,
vae_wgan_sample_2314,50.0,20.15,19.96,90.11,
vae_wgan_sample_2315,50.0,19.58,19.92,89.5,
vae_wgan_sample_2316,34.8,1.14,14.92,50.86,
vae_wgan_sample_2317,50.0,4.93,19.96,74.89,
vae_wgan_sample_2318,50.0,5.09,19.96,75.05,
vae_wgan_sample_2319,50.0,19.6,19.96,89.56,
vae_wgan_sample_231,50.0,4.33,19.92,74.25,
vae_wgan_sample_2320,50.0,20.3,19.96,90.26,
vae_wgan_sample_2321,50.0,4.97,19.92,74.89,
vae_wgan_sample_2322,50.0,5.56,19.96,75.52,
vae_wgan_sample_2323,50.0,5.26,19.96,75.22,
vae_wgan_sample_2324,50.0,4.94,19.96,74.9,
vae_wgan_sample_2325,50.0,20.57,19.92,90.49,
vae_wgan_sample_2326,50.0,20.39,19.96,90.35,
vae_wgan_sample_2327,50.0,19.83,19.96,89.79,
vae_wgan_sample_2328,50.0,5.35,19.96,75.31,
vae_wgan_sample_2329,50.0,4.83,19.96,74.79,
vae_wgan_sample_232,50.0,5.23,19.96,75.19,
vae_wgan_sample_2330,50.0,4.85,19.96,74.81,
vae_wgan_sample_2331,50.0,21.08,19.96,91.04,
vae_wgan_sample_2332,50.0,20.6,19.92,90.52,
vae_wgan_sample_2333,50.0,4.44,19.92,74.36,
vae_wgan_sample_2334,50.0,6.77,19.96,76.73,
vae_wgan_sample_2335,50.0,4.88,19.96,74.84,
vae_wgan_sample_2336,50.0,20.19,19.96,90.15,
vae_wgan_sample_2337,50.0,4.89,19.96,74.85,
vae_wgan_sample_2338,50.0,20.58,19.92,90.5,
vae_wgan_sample_2339,50.0,20.59,19.96,90.55,
vae_wgan_sample_233,50.0,4.64,19.96,74.6,
vae_wgan_sample_2340,50.0,20.02,19.96,89.98,
vae_wgan_sample_2341,50.0,4.54,19.92,74.46,
vae_wgan_sample_2342,50.0,5.13,19.92,75.05,
vae_wgan_sample_2343,50.0,0.93,19.92,70.85,
vae_wgan_sample_2344,50.0,5.22,19.92,75.14,
vae_wgan_sample_2345,50.0,4.72,19.96,74.68,
vae_wgan_sample_2346,50.0,20.89,19.92,90.81,
vae_wgan_sample_2347,50.0,19.48,19.92,89.4,
vae_wgan_sample_2348,50.0,4.31,19.88,74.19,
vae_wgan_sample_2349,50.0,4.62,19.96,74.58,
vae_wgan_sample_234,50.0,21.11,19.96,91.07,
vae_wgan_sample_2350,50.0,20.18,19.96,90.14,
vae_wgan_sample_2351,50.0,20.12,19.92,90.04,
vae_wgan_sample_2352,50.0,3.03,19.36,72.39,
vae_wgan_sample_2353,50.0,20.2,19.96,90.16,
vae_wgan_sample_2354,50.0,19.96,19.96,89.92,
vae_wgan_sample_2355,50.0,20.52,19.92,90.44,
vae_wgan_sample_2356,50.0,4.33,19.92,74.25,
vae_wgan_sample_2357,50.0,4.69,19.96,74.65,
vae_wgan_sample_2358,50.0,5.32,19.84,75.16,
vae_wgan_sample_2359,50.0,1.62,19.96,71.58,
vae_wgan_sample_235,50.0,19.92,19.92,89.84,
vae_wgan_sample_2360,50.0,20.76,19.96,90.72,
vae_wgan_sample_2361,50.0,5.14,19.92,75.06,
vae_wgan_sample_2362,50.0,19.6,19.96,89.56,
vae_wgan_sample_2363,50.0,18.15,19.96,88.11,
vae_wgan_sample_2364,50.0,19.82,19.96,89.78,
vae_wgan_sample_2365,50.0,19.57,19.92,89.49,
vae_wgan_sample_2366,50.0,19.93,19.96,89.89,
vae_wgan_sample_2367,50.0,5.7,19.96,75.66,
vae_wgan_sample_2368,50.0,4.5,19.96,74.46,
vae_wgan_sample_2369,50.0,3.2,19.96,73.16,
vae_wgan_sample_236,50.0,4.8,19.96,74.76,
vae_wgan_sample_2370,50.0,4.49,19.96,74.45,
vae_wgan_sample_2371,50.0,20.04,19.88,89.92,
vae_wgan_sample_2372,50.0,2.56,19.96,72.52,
vae_wgan_sample_2373,50.0,19.79,19.92,89.71,
vae_wgan_sample_2374,50.0,19.77,19.96,89.73,
vae_wgan_sample_2375,50.0,4.77,19.96,74.73,
vae_wgan_sample_2376,50.0,3.7,19.92,73.62,
vae_wgan_sample_2377,50.0,4.74,19.96,74.7,
vae_wgan_sample_2378,50.0,5.14,19.96,75.1,
vae_wgan_sample_2379,50.0,4.68,19.96,74.64,
vae_wgan_sample_237,50.0,4.99,19.96,74.95,
vae_wgan_sample_2380,50.0,20.6,19.96,90.56,
vae_wgan_sample_2381,50.0,5.22,19.96,75.18,
vae_wgan_sample_2382,50.0,4.94,19.96,74.9,
vae_wgan_sample_2383,50.0,3.94,19.92,73.86,
vae_wgan_sample_2384,50.0,20.14,19.96,90.1,
vae_wgan_sample_2385,50.0,5.59,19.92,75.51,
vae_wgan_sample_2386,50.0,19.17,19.96,89.13,
vae_wgan_sample_2387,50.0,4.05,19.92,73.97,
vae_wgan_sample_2388,50.0,19.82,19.96,89.78,
vae_wgan_sample_2389,50.0,19.37,19.92,89.29,
vae_wgan_sample_238,50.0,20.1,19.96,90.06,
vae_wgan_sample_2390,50.0,4.82,19.96,74.78,
vae_wgan_sample_2391,50.0,19.72,19.92,89.64,
vae_wgan_sample_2392,50.0,20.67,19.96,90.63,
vae_wgan_sample_2393,50.0,18.83,19.92,88.75,
vae_wgan_sample_2394,50.0,6.16,19.96,76.12,
vae_wgan_sample_2395,50.0,5.86,19.92,75.78,
vae_wgan_sample_2396,50.0,19.7,19.92,89.62,
vae_wgan_sample_2397,50.0,5.17,19.96,75.13,
vae_wgan_sample_2398,50.0,19.97,19.96,89.93,
vae_wgan_sample_2399,50.0,5.31,19.96,75.27,
vae_wgan_sample_239,50.0,20.04,19.96,90.0,
vae_wgan_sample_23,50.0,20.26,19.96,90.22,
vae_wgan_sample_2400,50.0,19.3,19.96,89.26,
vae_wgan_sample_2401,50.0,4.5,19.96,74.46,
vae_wgan_sample_2402,50.0,6.54,19.96,76.5,
vae_wgan_sample_2403,50.0,17.39,19.16,86.55,
vae_wgan_sample_2404,50.0,3.69,19.04,72.73,
vae_wgan_sample_2405,50.0,19.51,19.92,89.43,
vae_wgan_sample_2406,50.0,19.69,19.96,89.65,
vae_wgan_sample_2407,50.0,5.87,19.96,75.83,
vae_wgan_sample_2408,50.0,19.27,19.92,89.19,
vae_wgan_sample_2409,50.0,19.77,19.96,89.73,
vae_wgan_sample_240,50.0,4.82,19.96,74.78,
vae_wgan_sample_2410,50.0,4.63,19.92,74.55,
vae_wgan_sample_2411,50.0,5.03,19.92,74.95,
vae_wgan_sample_2412,50.0,4.69,19.96,74.65,
vae_wgan_sample_2413,50.0,19.26,19.92,89.18,
vae_wgan_sample_2414,50.0,19.13,19.92,89.05,
vae_wgan_sample_2415,50.0,20.07,19.96,90.03,
vae_wgan_sample_2416,50.0,19.54,19.96,89.5,
vae_wgan_sample_2417,50.0,4.48,19.92,74.4,
vae_wgan_sample_2418,50.0,4.94,19.96,74.9,
vae_wgan_sample_2419,50.0,19.84,19.96,89.8,
vae_wgan_sample_241,50.0,20.04,19.96,90.0,
vae_wgan_sample_2420,50.0,4.22,19.92,74.14,
vae_wgan_sample_2421,50.0,4.92,19.92,74.84,
vae_wgan_sample_2422,50.0,3.01,17.84,70.85,
vae_wgan_sample_2423,50.0,4.88,19.92,74.8,
vae_wgan_sample_2424,50.0,5.34,19.96,75.3,
vae_wgan_sample_2425,50.0,19.48,19.96,89.44,
vae_wgan_sample_2426,50.0,5.48,19.96,75.44,
vae_wgan_sample_2427,50.0,20.07,19.96,90.03,
vae_wgan_sample_2428,50.0,4.82,19.96,74.78,
vae_wgan_sample_2429,50.0,4.74,19.96,74.7,
vae_wgan_sample_242,50.0,18.43,19.92,88.35,
vae_wgan_sample_2430,50.0,6.03,19.96,75.99,
vae_wgan_sample_2431,50.0,5.73,19.96,75.69,
vae_wgan_sample_2432,50.0,20.25,19.96,90.21,
vae_wgan_sample_2433,50.0,19.62,19.96,89.58,
vae_wgan_sample_2434,50.0,6.18,19.96,76.14,
vae_wgan_sample_2435,50.0,19.46,19.92,89.38,
vae_wgan_sample_2436,50.0,6.54,19.96,76.5,
vae_wgan_sample_2437,50.0,20.1,19.96,90.06,
vae_wgan_sample_2438,50.0,4.14,19.96,74.1,
vae_wgan_sample_2439,50.0,20.38,19.96,90.34,
vae_wgan_sample_243,50.0,4.59,19.96,74.55,
vae_wgan_sample_2440,50.0,4.94,19.92,74.86,
vae_wgan_sample_2441,50.0,5.06,19.96,75.02,
vae_wgan_sample_2442,50.0,20.26,19.96,90.22,
vae_wgan_sample_2443,50.0,19.72,19.96,89.68,
vae_wgan_sample_2444,50.0,19.74,19.96,89.7,
vae_wgan_sample_2445,50.0,4.61,19.96,74.57,
vae_wgan_sample_2446,50.0,20.14,19.96,90.1,
vae_wgan_sample_2447,50.0,3.85,19.96,73.81,
vae_wgan_sample_2448,50.0,19.97,19.96,89.93,
vae_wgan_sample_2449,50.0,4.89,19.92,74.81,
vae_wgan_sample_244,50.0,4.41,19.92,74.33,
vae_wgan_sample_2450,50.0,21.45,19.96,91.41,
vae_wgan_sample_2451,50.0,20.88,19.96,90.84,
vae_wgan_sample_2452,50.0,20.49,19.96,90.45,
vae_wgan_sample_2453,50.0,5.16,19.96,75.12,
vae_wgan_sample_2454,50.0,21.13,19.96,91.09,
vae_wgan_sample_2455,50.0,4.69,19.96,74.65,
vae_wgan_sample_2456,50.0,5.17,19.92,75.09,
vae_wgan_sample_2457,50.0,4.19,19.16,73.35,
vae_wgan_sample_2458,50.0,4.67,19.96,74.63,
vae_wgan_sample_2459,50.0,3.41,19.96,73.37,
vae_wgan_sample_245,50.0,20.25,19.96,90.21,
vae_wgan_sample_2460,50.0,19.86,19.96,89.82,
vae_wgan_sample_2461,50.0,19.89,19.96,89.85,
vae_wgan_sample_2462,50.0,5.65,19.96,75.61,
vae_wgan_sample_2463,50.0,19.79,19.96,89.75,
vae_wgan_sample_2464,50.0,5.32,19.96,75.28,
vae_wgan_sample_2465,50.0,20.79,19.92,90.71,
vae_wgan_sample_2466,50.0,4.5,19.96,74.46,
vae_wgan_sample_2467,50.0,19.74,19.96,89.7,
vae_wgan_sample_2468,50.0,19.96,19.96,89.92,
vae_wgan_sample_2469,50.0,4.78,19.96,74.74,
vae_wgan_sample_246,50.0,19.16,19.92,89.08,
vae_wgan_sample_2470,50.0,20.5,19.96,90.46,
vae_wgan_sample_2471,50.0,4.09,19.92,74.01,
vae_wgan_sample_2472,50.0,5.17,19.96,75.13,
vae_wgan_sample_2473,50.0,2.71,17.6,70.31,
vae_wgan_sample_2474,50.0,5.11,19.96,75.07,
vae_wgan_sample_2475,50.0,3.52,18.64,72.16,
vae_wgan_sample_2476,50.0,20.04,19.96,90.0,
vae_wgan_sample_2477,50.0,20.62,19.96,90.58,
vae_wgan_sample_2478,50.0,19.34,19.92,89.26,
vae_wgan_sample_2479,50.0,20.11,19.96,90.07,
vae_wgan_sample_247,50.0,3.55,19.56,73.11,
vae_wgan_sample_2480,50.0,19.79,19.96,89.75,
vae_wgan_sample_2481,50.0,5.68,19.96,75.64,
vae_wgan_sample_2482,50.0,5.21,19.92,75.13,
vae_wgan_sample_2483,50.0,19.8,19.92,89.72,
vae_wgan_sample_2484,50.0,4.36,19.96,74.32,
vae_wgan_sample_2485,50.0,4.97,19.96,74.93,
vae_wgan_sample_2486,50.0,4.78,19.96,74.74,
vae_wgan_sample_2487,50.0,16.07,19.92,85.99,
vae_wgan_sample_2488,50.0,19.65,19.96,89.61,
vae_wgan_sample_2489,50.0,3.74,19.92,73.66,
vae_wgan_sample_248,50.0,19.7,19.92,89.62,
vae_wgan_sample_2490,50.0,6.34,19.96,76.3,
vae_wgan_sample_2491,50.0,5.14,19.96,75.1,
vae_wgan_sample_2492,50.0,1.96,18.84,70.8,
vae_wgan_sample_2493,50.0,19.72,19.96,89.68,
vae_wgan_sample_2494,50.0,19.78,19.96,89.74,
vae_wgan_sample_2495,50.0,4.4,19.96,74.36,
vae_wgan_sample_2496,50.0,6.3,19.96,76.26,
vae_wgan_sample_2497,50.0,4.81,19.92,74.73,
vae_wgan_sample_2498,50.0,4.74,19.92,74.66,
vae_wgan_sample_2499,50.0,4.69,19.96,74.65,
vae_wgan_sample_249,50.0,19.34,19.36,88.7,
vae_wgan_sample_24,50.0,20.03,19.96,89.99,
vae_wgan_sample_2500,50.0,5.16,19.96,75.12,
vae_wgan_sample_2501,35.2,4.8,19.92,59.92,
vae_wgan_sample_2502,50.0,5.56,19.92,75.48,
vae_wgan_sample_2503,50.0,19.14,19.96,89.1,
vae_wgan_sample_2504,50.0,5.95,19.96,75.91,
vae_wgan_sample_2505,50.0,5.79,19.96,75.75,
vae_wgan_sample_2506,50.0,5.76,19.96,75.72,
vae_wgan_sample_2507,50.0,20.25,19.96,90.21,
vae_wgan_sample_2508,50.0,20.35,19.96,90.31,
vae_wgan_sample_2509,50.0,5.76,19.96,75.72,
vae_wgan_sample_250,50.0,21.39,19.96,91.35,
vae_wgan_sample_2510,50.0,19.87,19.96,89.83,
vae_wgan_sample_2511,50.0,3.21,19.96,73.17,
vae_wgan_sample_2512,50.0,19.38,19.96,89.34,
vae_wgan_sample_2513,50.0,6.21,18.28,74.49,
vae_wgan_sample_2514,50.0,4.97,19.96,74.93,
vae_wgan_sample_2515,50.0,19.95,19.96,89.91,
vae_wgan_sample_2516,50.0,20.42,19.96,90.38,
vae_wgan_sample_2517,50.0,19.81,19.68,89.49,
vae_wgan_sample_2518,50.0,4.27,19.84,74.11,
vae_wgan_sample_2519,50.0,19.72,19.92,89.64,
vae_wgan_sample_251,50.0,20.16,19.96,90.12,
vae_wgan_sample_2520,50.0,3.85,19.96,73.81,
vae_wgan_sample_2521,50.0,3.13,19.92,73.05,
vae_wgan_sample_2522,50.0,19.24,19.96,89.2,
vae_wgan_sample_2523,50.0,4.87,19.96,74.83,
vae_wgan_sample_2524,50.0,20.1,19.96,90.06,
vae_wgan_sample_2525,50.0,20.33,19.92,90.25,
vae_wgan_sample_2526,50.0,5.29,19.96,75.25,
vae_wgan_sample_2527,50.0,19.45,19.92,89.37,
vae_wgan_sample_2528,50.0,19.47,19.76,89.23,
vae_wgan_sample_2529,50.0,4.6,19.92,74.52,
vae_wgan_sample_252,50.0,19.72,19.92,89.64,
vae_wgan_sample_2530,50.0,5.12,19.96,75.08,
vae_wgan_sample_2531,50.0,4.93,19.96,74.89,
vae_wgan_sample_2532,50.0,4.17,19.96,74.13,
vae_wgan_sample_2533,50.0,20.35,19.92,90.27,
vae_wgan_sample_2534,50.0,5.02,19.92,74.94,
vae_wgan_sample_2535,50.0,5.65,19.96,75.61,
vae_wgan_sample_2536,50.0,19.42,19.96,89.38,
vae_wgan_sample_2537,50.0,4.8,19.96,74.76,
vae_wgan_sample_2538,50.0,5.13,19.96,75.09,
vae_wgan_sample_2539,50.0,5.11,19.96,75.07,
vae_wgan_sample_253,50.0,4.99,19.96,74.95,
vae_wgan_sample_2540,50.0,5.55,19.96,75.51,
vae_wgan_sample_2541,13.2,4.34,19.92,37.46,
vae_wgan_sample_2542,50.0,20.77,19.96,90.73,
vae_wgan_sample_2543,50.0,4.84,19.96,74.8,
vae_wgan_sample_2544,50.0,5.77,19.92,75.69,
vae_wgan_sample_2545,50.0,4.51,19.96,74.47,
vae_wgan_sample_2546,50.0,4.47,19.92,74.39,
vae_wgan_sample_2547,50.0,4.86,19.96,74.82,
vae_wgan_sample_2548,50.0,20.06,19.96,90.02,
vae_wgan_sample_2549,50.0,20.35,19.96,90.31,
vae_wgan_sample_254,50.0,6.38,19.96,76.34,
vae_wgan_sample_2550,50.0,20.61,19.96,90.57,
vae_wgan_sample_2551,50.0,3.91,19.92,73.83,
vae_wgan_sample_2552,50.0,3.3,19.92,73.22,
vae_wgan_sample_2553,50.0,20.18,19.96,90.14,
vae_wgan_sample_2554,50.0,4.85,19.96,74.81,
vae_wgan_sample_2555,50.0,4.86,19.96,74.82,
vae_wgan_sample_2556,50.0,4.32,19.96,74.28,
vae_wgan_sample_2557,50.0,21.3,19.92,91.22,
vae_wgan_sample_2558,50.0,6.12,19.96,76.08,
vae_wgan_sample_2559,50.0,19.72,20,89.72,
vae_wgan_sample_255,42.4,4.71,19.96,67.07,
vae_wgan_sample_2560,50.0,20.21,19.96,90.17,
vae_wgan_sample_2561,50.0,4.96,19.96,74.92,
vae_wgan_sample_2562,50.0,4.77,19.96,74.73,
vae_wgan_sample_2563,50.0,20.42,19.96,90.38,
vae_wgan_sample_2564,50.0,20.2,19.96,90.16,
vae_wgan_sample_2565,50.0,6.43,19.92,76.35,
vae_wgan_sample_2566,50.0,20.94,19.96,90.9,
vae_wgan_sample_2567,50.0,19.61,19.96,89.57,
vae_wgan_sample_2568,50.0,19.74,19.92,89.66,
vae_wgan_sample_2569,46.4,5.29,19.96,71.65,
vae_wgan_sample_256,50.0,2.59,19.96,72.55,
vae_wgan_sample_2570,50.0,19.69,19.96,89.65,
vae_wgan_sample_2571,50.0,6.0,19.96,75.96,
vae_wgan_sample_2572,50.0,20.04,19.92,89.96,
