Scenario,Safety,Efficiency,Comfort,Total,Note
vae_wgan_sample_2573,50.0,19.46,19.96,89.42,
vae_wgan_sample_2574,50.0,4.78,19.96,74.74,
vae_wgan_sample_2575,50.0,6.01,19.88,75.89,
vae_wgan_sample_2576,50.0,5.12,19.96,75.08,
vae_wgan_sample_2577,50.0,4.5,19.96,74.46,
vae_wgan_sample_2578,50.0,5.6,19.92,75.52,
vae_wgan_sample_2579,50.0,19.4,19.92,89.32,
vae_wgan_sample_257,50.0,19.45,19.92,89.37,
vae_wgan_sample_2580,50.0,4.36,19.96,74.32,
vae_wgan_sample_2581,50.0,4.92,19.96,74.88,
vae_wgan_sample_2582,50.0,19.98,19.92,89.9,
vae_wgan_sample_2583,50.0,6.21,19.92,76.13,
vae_wgan_sample_2584,50.0,4.09,19.64,73.73,
vae_wgan_sample_2585,50.0,5.87,19.96,75.83,
vae_wgan_sample_2586,50.0,19.78,19.92,89.7,
vae_wgan_sample_2587,50.0,19.54,19.24,88.78,
vae_wgan_sample_2588,50.0,20.59,19.96,90.55,
vae_wgan_sample_2589,50.0,19.43,19.96,89.39,
vae_wgan_sample_258,50.0,20.75,19.96,90.71,
vae_wgan_sample_2590,50.0,4.74,19.96,74.7,
vae_wgan_sample_2591,50.0,6.22,19.96,76.18,
vae_wgan_sample_2592,50.0,20.22,19.96,90.18,
vae_wgan_sample_2593,50.0,5.06,19.96,75.02,
vae_wgan_sample_2594,50.0,20.1,20,90.1,
vae_wgan_sample_2595,50.0,5.52,19.92,75.44,
vae_wgan_sample_2596,50.0,20.06,19.96,90.02,
vae_wgan_sample_2597,50.0,4.18,19.96,74.14,
vae_wgan_sample_2598,50.0,20.49,19.96,90.45,
vae_wgan_sample_2599,50.0,16.33,19.96,86.29,
vae_wgan_sample_259,50.0,4.38,19.96,74.34,
vae_wgan_sample_25,50.0,19.95,19.96,89.91,
vae_wgan_sample_2600,50.0,19.75,19.92,89.67,
vae_wgan_sample_2601,50.0,5.72,19.96,75.68,
vae_wgan_sample_2602,50.0,5.75,19.96,75.71,
vae_wgan_sample_2603,50.0,4.79,19.92,74.71,
vae_wgan_sample_2604,50.0,5.49,19.96,75.45,
vae_wgan_sample_2605,50.0,19.75,19.96,89.71,
vae_wgan_sample_2606,50.0,4.4,19.96,74.36,
vae_wgan_sample_2607,50.0,5.24,19.96,75.2,
vae_wgan_sample_2608,50.0,6.29,19.96,76.25,
vae_wgan_sample_2609,50.0,19.62,19.96,89.58,
vae_wgan_sample_260,50.0,19.88,19.92,89.8,
vae_wgan_sample_2610,50.0,4.71,19.88,74.59,
vae_wgan_sample_2611,50.0,19.88,19.92,89.8,
vae_wgan_sample_2612,50.0,20.67,19.96,90.63,
vae_wgan_sample_2613,50.0,5.78,19.8,75.58,
vae_wgan_sample_2614,50.0,19.85,19.92,89.77,
vae_wgan_sample_2615,50.0,19.54,19.96,89.5,
vae_wgan_sample_2616,50.0,19.8,19.96,89.76,
vae_wgan_sample_2617,50.0,19.66,19.96,89.62,
vae_wgan_sample_2618,50.0,19.79,19.96,89.75,
vae_wgan_sample_2619,50.0,5.41,19.96,75.37,
vae_wgan_sample_261,50.0,20.48,19.96,90.44,
vae_wgan_sample_2620,50.0,4.61,19.96,74.57,
vae_wgan_sample_2621,50.0,19.88,19.96,89.84,
vae_wgan_sample_2622,50.0,4.77,19.96,74.73,
vae_wgan_sample_2623,50.0,4.89,19.96,74.85,
vae_wgan_sample_2624,50.0,4.42,19.92,74.34,
vae_wgan_sample_2625,50.0,21.59,19.92,91.51,
vae_wgan_sample_2626,50.0,4.67,19.96,74.63,
vae_wgan_sample_2627,50.0,19.85,19.96,89.81,
vae_wgan_sample_2628,50.0,6.39,19.92,76.31,
vae_wgan_sample_2629,50.0,4.85,19.96,74.81,
vae_wgan_sample_262,50.0,4.85,19.96,74.81,
vae_wgan_sample_2630,50.0,4.85,19.96,74.81,
vae_wgan_sample_2631,50.0,5.92,19.96,75.88,
vae_wgan_sample_2632,50.0,4.98,19.96,74.94,
vae_wgan_sample_2633,50.0,4.79,19.96,74.75,
vae_wgan_sample_2634,50.0,19.64,19.96,89.6,
vae_wgan_sample_2635,50.0,4.03,19.96,73.99,
vae_wgan_sample_2636,50.0,19.55,19.92,89.47,
vae_wgan_sample_2637,50.0,4.85,19.96,74.81,
vae_wgan_sample_2638,50.0,4.69,20,74.69,
vae_wgan_sample_2639,50.0,20.93,19.96,90.89,
vae_wgan_sample_263,50.0,19.86,19.96,89.82,
vae_wgan_sample_2640,50.0,4.16,19.96,74.12,
vae_wgan_sample_2641,50.0,4.98,19.96,74.94,
vae_wgan_sample_2642,50.0,4.76,19.96,74.72,
vae_wgan_sample_2643,50.0,4.8,19.96,74.76,
vae_wgan_sample_2644,50.0,6.91,20,76.91,
vae_wgan_sample_2645,50.0,20.77,19.96,90.73,
vae_wgan_sample_2646,50.0,5.72,19.96,75.68,
vae_wgan_sample_2647,50.0,5.2,19.92,75.12,
vae_wgan_sample_2648,50.0,5.29,19.92,75.21,
vae_wgan_sample_2649,50.0,20.59,20,90.59,
vae_wgan_sample_264,50.0,4.44,19.96,74.4,
vae_wgan_sample_2650,50.0,20.1,19.96,90.06,
vae_wgan_sample_2651,50.0,5.22,19.96,75.18,
vae_wgan_sample_2652,50.0,21.12,19.96,91.08,
vae_wgan_sample_2653,38.4,5.02,19.92,63.34,
vae_wgan_sample_2654,50.0,20.42,19.96,90.38,
vae_wgan_sample_2655,50.0,5.76,19.96,75.72,
vae_wgan_sample_2656,50.0,19.96,19.96,89.92,
vae_wgan_sample_2657,50.0,20.47,19.96,90.43,
vae_wgan_sample_2658,50.0,19.79,19.96,89.75,
vae_wgan_sample_2659,50.0,20.31,19.96,90.27,
vae_wgan_sample_265,50.0,4.12,19.52,73.64,
vae_wgan_sample_2660,50.0,4.83,19.96,74.79,
vae_wgan_sample_2661,50.0,20.01,19.96,89.97,
vae_wgan_sample_2662,50.0,19.37,19.96,89.33,
vae_wgan_sample_2663,50.0,4.93,19.96,74.89,
vae_wgan_sample_2664,50.0,19.52,19.92,89.44,
vae_wgan_sample_2665,50.0,5.14,19.96,75.1,
vae_wgan_sample_2666,50.0,19.37,19.92,89.29,
vae_wgan_sample_2667,50.0,4.55,19.96,74.51,
vae_wgan_sample_2668,50.0,19.41,19.96,89.37,
vae_wgan_sample_2669,50.0,20.55,19.96,90.51,
vae_wgan_sample_266,50.0,19.77,19.96,89.73,
vae_wgan_sample_2670,50.0,4.98,19.96,74.94,
vae_wgan_sample_2671,50.0,5.24,19.96,75.2,
vae_wgan_sample_2672,50.0,5.86,19.96,75.82,
vae_wgan_sample_2673,50.0,4.9,19.96,74.86,
vae_wgan_sample_2674,50.0,4.44,19.96,74.4,
vae_wgan_sample_2675,50.0,19.95,19.92,89.87,
vae_wgan_sample_2676,50.0,5.27,19.92,75.19,
vae_wgan_sample_2677,50.0,20.5,19.96,90.46,
vae_wgan_sample_2678,50.0,5.91,19.96,75.87,
vae_wgan_sample_2679,50.0,19.66,19.96,89.62,
vae_wgan_sample_267,50.0,4.81,19.96,74.77,
vae_wgan_sample_2680,50.0,6.54,19.4,75.94,
vae_wgan_sample_2681,50.0,20.44,19.96,90.4,
vae_wgan_sample_2682,50.0,21.14,19.96,91.1,
vae_wgan_sample_2683,50.0,6.37,19.96,76.33,
vae_wgan_sample_2684,50.0,21.13,20,91.13,
vae_wgan_sample_2685,50.0,19.42,19.16,88.58,
vae_wgan_sample_2686,50.0,6.12,19.96,76.08,
vae_wgan_sample_2687,50.0,21.23,19.96,91.19,
vae_wgan_sample_2688,50.0,4.74,19.92,74.66,
vae_wgan_sample_2689,50.0,5.91,19.96,75.87,
vae_wgan_sample_268,50.0,20.75,19.96,90.71,
vae_wgan_sample_2690,50.0,5.62,19.96,75.58,
vae_wgan_sample_2691,50.0,4.5,19.92,74.42,
vae_wgan_sample_2692,50.0,4.15,19.92,74.07,
vae_wgan_sample_2693,50.0,19.9,19.96,89.86,
vae_wgan_sample_2694,50.0,20.36,19.92,90.28,
vae_wgan_sample_2695,50.0,5.13,19.96,75.09,
vae_wgan_sample_2696,50.0,5.28,19.92,75.2,
vae_wgan_sample_2697,50.0,19.78,19.96,89.74,
vae_wgan_sample_2698,50.0,19.38,19.96,89.34,
vae_wgan_sample_2699,50.0,4.59,19.92,74.51,
vae_wgan_sample_269,50.0,5.29,19.92,75.21,
vae_wgan_sample_26,50.0,5.66,19.96,75.62,
vae_wgan_sample_2700,50.0,19.11,19.92,89.03,
vae_wgan_sample_2701,50.0,5.55,19.96,75.51,
vae_wgan_sample_2702,50.0,4.83,19.96,74.79,
vae_wgan_sample_2703,50.0,19.88,19.96,89.84,
vae_wgan_sample_2704,50.0,4.45,19.92,74.37,
vae_wgan_sample_2705,20.4,5.52,19.92,45.84,
vae_wgan_sample_2706,50.0,19.54,19.92,89.46,
vae_wgan_sample_2707,50.0,6.1,19.96,76.06,
vae_wgan_sample_2708,50.0,18.07,19.96,88.03,
vae_wgan_sample_2709,50.0,5.61,19.92,75.53,
vae_wgan_sample_270,50.0,6.21,19.96,76.17,
vae_wgan_sample_2710,50.0,19.7,19.92,89.62,
vae_wgan_sample_2711,50.0,4.8,19.92,74.72,
vae_wgan_sample_2712,50.0,19.7,19.96,89.66,
vae_wgan_sample_2713,50.0,20.09,19.96,90.05,
vae_wgan_sample_2714,50.0,20.2,19.96,90.16,
vae_wgan_sample_2715,50.0,19.54,19.96,89.5,
vae_wgan_sample_2716,50.0,4.79,19.96,74.75,
vae_wgan_sample_2717,50.0,19.9,19.92,89.82,
vae_wgan_sample_2718,50.0,5.21,19.96,75.17,
vae_wgan_sample_2719,50.0,19.32,19.96,89.28,
vae_wgan_sample_271,50.0,6.07,19.96,76.03,
vae_wgan_sample_2720,50.0,19.81,19.96,89.77,
vae_wgan_sample_2721,50.0,19.96,19.96,89.92,
vae_wgan_sample_2722,50.0,18.94,19.96,88.9,
vae_wgan_sample_2723,50.0,4.78,19.96,74.74,
vae_wgan_sample_2724,50.0,4.56,19.88,74.44,
vae_wgan_sample_2725,50.0,4.99,19.96,74.95,
vae_wgan_sample_2726,50.0,19.87,19.92,89.79,
vae_wgan_sample_2727,50.0,5.72,19.92,75.64,
vae_wgan_sample_2728,50.0,20.98,19.96,90.94,
vae_wgan_sample_2729,50.0,4.87,19.96,74.83,
vae_wgan_sample_272,50.0,20.07,19.92,89.99,
vae_wgan_sample_2730,50.0,4.54,19.92,74.46,
vae_wgan_sample_2731,50.0,20.68,19.92,90.6,
vae_wgan_sample_2732,50.0,4.06,19.92,73.98,
vae_wgan_sample_2733,50.0,20.28,19.96,90.24,
vae_wgan_sample_2734,50.0,19.9,19.96,89.86,
vae_wgan_sample_2735,50.0,6.92,19.12,76.04,
vae_wgan_sample_2736,50.0,19.31,19.96,89.27,
vae_wgan_sample_2737,50.0,5.08,19.96,75.04,
vae_wgan_sample_2738,50.0,20.12,19.92,90.04,
vae_wgan_sample_2739,50.0,5.15,19.92,75.07,
vae_wgan_sample_273,50.0,4.52,19.96,74.48,
vae_wgan_sample_2740,50.0,4.47,19.92,74.39,
vae_wgan_sample_2741,50.0,5.4,19.96,75.36,
vae_wgan_sample_2742,50.0,4.28,19.92,74.2,
vae_wgan_sample_2743,0.0,3.77,19.64,23.41,
vae_wgan_sample_2744,50.0,19.49,19.08,88.57,
vae_wgan_sample_2745,50.0,20.08,19.96,90.04,
vae_wgan_sample_2746,50.0,20.32,19.96,90.28,
vae_wgan_sample_2747,50.0,19.92,19.96,89.88,
vae_wgan_sample_2748,50.0,4.75,19.92,74.67,
vae_wgan_sample_2749,50.0,20.0,19.92,89.92,
vae_wgan_sample_274,50.0,5.12,19.96,75.08,
vae_wgan_sample_2750,50.0,5.19,19.96,75.15,
vae_wgan_sample_2751,50.0,4.57,19.96,74.53,
vae_wgan_sample_2752,50.0,5.76,19.96,75.72,
vae_wgan_sample_2753,50.0,4.78,19.96,74.74,
vae_wgan_sample_2754,50.0,19.97,19.96,89.93,
vae_wgan_sample_2755,50.0,4.65,19.96,74.61,
vae_wgan_sample_2756,50.0,5.62,19.96,75.58,
vae_wgan_sample_2757,50.0,19.62,19.96,89.58,
vae_wgan_sample_2758,50.0,20.19,19.96,90.15,
vae_wgan_sample_2759,50.0,19.8,19.92,89.72,
vae_wgan_sample_275,50.0,3.42,19.0,72.42,
vae_wgan_sample_2760,50.0,4.75,19.96,74.71,
vae_wgan_sample_2761,50.0,4.54,19.92,74.46,
vae_wgan_sample_2762,50.0,5.04,19.96,75.0,
vae_wgan_sample_2763,50.0,6.93,20,76.93,
vae_wgan_sample_2764,50.0,20.37,19.92,90.29,
vae_wgan_sample_2765,50.0,4.22,19.64,73.86,
vae_wgan_sample_2766,50.0,19.98,19.96,89.94,
vae_wgan_sample_2767,50.0,20.84,19.96,90.8,
vae_wgan_sample_2768,50.0,20.12,19.96,90.08,
vae_wgan_sample_2769,50.0,18.1,19.96,88.06,
vae_wgan_sample_276,50.0,4.97,19.96,74.93,
vae_wgan_sample_2770,50.0,19.89,19.96,89.85,
vae_wgan_sample_2771,50.0,19.34,19.96,89.3,
vae_wgan_sample_2772,50.0,4.77,19.96,74.73,
vae_wgan_sample_2773,50.0,5.01,19.96,74.97,
vae_wgan_sample_2774,50.0,5.65,19.96,75.61,
vae_wgan_sample_2775,50.0,19.19,19.84,89.03,
vae_wgan_sample_2776,50.0,5.61,19.96,75.57,
vae_wgan_sample_2777,50.0,4.67,19.92,74.59,
vae_wgan_sample_2778,50.0,19.78,19.96,89.74,
vae_wgan_sample_2779,50.0,5.5,19.96,75.46,
vae_wgan_sample_277,50.0,3.53,19.96,73.49,
vae_wgan_sample_2780,50.0,19.57,19.96,89.53,
vae_wgan_sample_2781,50.0,20.64,19.96,90.6,
vae_wgan_sample_2782,50.0,21.15,19.92,91.07,
vae_wgan_sample_2783,50.0,18.92,19.96,88.88,
vae_wgan_sample_2784,50.0,20.07,19.92,89.99,
vae_wgan_sample_2785,38.8,4.69,19.92,63.41,
vae_wgan_sample_2786,50.0,5.01,19.96,74.97,
vae_wgan_sample_2787,50.0,20.08,19.96,90.04,
vae_wgan_sample_2788,50.0,5.02,19.96,74.98,
vae_wgan_sample_2789,50.0,5.59,19.96,75.55,
vae_wgan_sample_278,50.0,4.92,19.96,74.88,
vae_wgan_sample_2790,50.0,4.94,19.96,74.9,
vae_wgan_sample_2791,50.0,6.09,19.96,76.05,
vae_wgan_sample_2792,50.0,19.86,19.92,89.78,
vae_wgan_sample_2793,50.0,4.77,19.92,74.69,
vae_wgan_sample_2794,50.0,19.79,19.92,89.71,
vae_wgan_sample_2795,50.0,5.55,19.92,75.47,
vae_wgan_sample_2796,50.0,1.43,20,71.43,
vae_wgan_sample_2797,50.0,20.15,19.92,90.07,
vae_wgan_sample_2798,50.0,19.08,19.92,89.0,
vae_wgan_sample_2799,50.0,4.75,19.96,74.71,
vae_wgan_sample_279,50.0,19.95,19.96,89.91,
vae_wgan_sample_27,50.0,19.71,19.92,89.63,
vae_wgan_sample_2800,50.0,5.26,19.96,75.22,
vae_wgan_sample_2801,50.0,19.94,19.96,89.9,
vae_wgan_sample_2802,50.0,19.98,19.96,89.94,
vae_wgan_sample_2803,50.0,5.14,19.96,75.1,
vae_wgan_sample_2804,50.0,19.96,19.92,89.88,
vae_wgan_sample_2805,50.0,5.3,19.96,75.26,
vae_wgan_sample_2806,50.0,4.9,19.96,74.86,
vae_wgan_sample_2807,50.0,19.76,19.96,89.72,
vae_wgan_sample_2808,50.0,5.74,19.96,75.7,
vae_wgan_sample_2809,50.0,5.02,19.96,74.98,
vae_wgan_sample_280,50.0,19.99,19.96,89.95,
vae_wgan_sample_2810,50.0,3.02,19.96,72.98,
vae_wgan_sample_2811,50.0,21.32,19.96,91.28,
vae_wgan_sample_2812,50.0,4.99,19.96,74.95,
vae_wgan_sample_2813,50.0,19.18,19.92,89.1,
vae_wgan_sample_2814,50.0,5.57,19.96,75.53,
vae_wgan_sample_2815,50.0,4.94,19.88,74.82,
vae_wgan_sample_2816,50.0,19.61,19.96,89.57,
vae_wgan_sample_2817,0.0,4.45,19.86,24.31,
vae_wgan_sample_2818,50.0,20.13,19.96,90.09,
vae_wgan_sample_2819,50.0,19.95,19.96,89.91,
vae_wgan_sample_281,50.0,4.83,19.96,74.79,
vae_wgan_sample_2820,50.0,20.58,19.96,90.54,
vae_wgan_sample_2821,50.0,20.14,19.96,90.1,
vae_wgan_sample_2822,50.0,0.86,14.92,65.78,
vae_wgan_sample_2823,50.0,5.47,19.96,75.43,
vae_wgan_sample_2824,50.0,20.14,19.96,90.1,
vae_wgan_sample_2825,50.0,5.97,19.96,75.93,
vae_wgan_sample_2826,50.0,5.12,19.96,75.08,
vae_wgan_sample_2827,50.0,19.52,19.92,89.44,
vae_wgan_sample_2828,50.0,19.75,19.96,89.71,
vae_wgan_sample_2829,50.0,20.41,19.96,90.37,
vae_wgan_sample_282,50.0,21.19,19.92,91.11,
vae_wgan_sample_2830,50.0,5.72,19.96,75.68,
vae_wgan_sample_2831,50.0,5.19,19.0,74.19,
vae_wgan_sample_2832,50.0,4.98,19.96,74.94,
vae_wgan_sample_2833,50.0,4.37,19.96,74.33,
vae_wgan_sample_2834,50.0,5.76,19.92,75.68,
vae_wgan_sample_2835,50.0,20.13,20,90.13,
vae_wgan_sample_2836,50.0,19.57,19.92,89.49,
vae_wgan_sample_2837,50.0,6.43,19.96,76.39,
vae_wgan_sample_2838,50.0,4.71,19.4,74.11,
vae_wgan_sample_2839,50.0,5.74,19.28,75.02,
vae_wgan_sample_283,50.0,5.92,19.96,75.88,
vae_wgan_sample_2840,50.0,5.24,19.92,75.16,
vae_wgan_sample_2841,50.0,19.96,19.4,89.36,
vae_wgan_sample_2842,50.0,4.57,19.92,74.49,
vae_wgan_sample_2843,50.0,4.63,19.96,74.59,
vae_wgan_sample_2844,50.0,20.31,19.96,90.27,
vae_wgan_sample_2845,50.0,16.52,19.96,86.48,
vae_wgan_sample_2846,50.0,5.2,19.96,75.16,
vae_wgan_sample_2847,50.0,19.16,19.92,89.08,
vae_wgan_sample_2848,50.0,5.06,19.96,75.02,
vae_wgan_sample_2849,50.0,19.15,19.92,89.07,
vae_wgan_sample_284,50.0,20.93,19.92,90.85,
vae_wgan_sample_2850,50.0,4.86,19.96,74.82,
vae_wgan_sample_2851,50.0,21.01,19.96,90.97,
vae_wgan_sample_2852,50.0,4.82,19.92,74.74,
vae_wgan_sample_2853,50.0,5.24,19.92,75.16,
vae_wgan_sample_2854,50.0,4.91,18.56,73.47,
vae_wgan_sample_2855,50.0,18.95,19.44,88.39,
vae_wgan_sample_2856,50.0,4.95,19.96,74.91,
vae_wgan_sample_2857,33.6,2.91,19.92,56.43,
vae_wgan_sample_2858,50.0,4.64,19.96,74.6,
vae_wgan_sample_2859,50.0,5.74,19.96,75.7,
vae_wgan_sample_285,50.0,4.8,19.92,74.72,
vae_wgan_sample_2860,50.0,4.44,19.96,74.4,
vae_wgan_sample_2861,50.0,19.78,19.92,89.7,
vae_wgan_sample_2862,50.0,3.34,19.92,73.26,
vae_wgan_sample_2863,50.0,20.38,19.92,90.3,
vae_wgan_sample_2864,50.0,21.17,19.92,91.09,
vae_wgan_sample_2865,50.0,20.55,19.96,90.51,
vae_wgan_sample_2866,50.0,4.72,19.96,74.68,
vae_wgan_sample_2867,50.0,4.78,19.96,74.74,
vae_wgan_sample_2868,18.4,4.09,19.92,42.41,
vae_wgan_sample_2869,50.0,4.35,19.96,74.31,
vae_wgan_sample_286,50.0,4.56,19.92,74.48,
vae_wgan_sample_2870,50.0,20.17,19.96,90.13,
vae_wgan_sample_2871,50.0,4.77,19.92,74.69,
vae_wgan_sample_2872,50.0,18.82,19.92,88.74,
vae_wgan_sample_2873,50.0,19.79,19.92,89.71,
vae_wgan_sample_2874,50.0,5.46,19.96,75.42,
vae_wgan_sample_2875,50.0,19.89,19.96,89.85,
vae_wgan_sample_2876,50.0,6.45,19.96,76.41,
vae_wgan_sample_2877,50.0,5.19,19.96,75.15,
vae_wgan_sample_2878,50.0,19.81,19.96,89.77,
vae_wgan_sample_2879,50.0,5.77,19.52,75.29,
vae_wgan_sample_287,50.0,5.19,19.92,75.11,
vae_wgan_sample_2880,50.0,3.99,19.96,73.95,
vae_wgan_sample_2881,50.0,20.52,19.96,90.48,
vae_wgan_sample_2882,50.0,19.26,19.92,89.18,
vae_wgan_sample_2883,50.0,19.99,19.96,89.95,
vae_wgan_sample_2884,50.0,19.73,19.96,89.69,
vae_wgan_sample_2885,50.0,5.51,19.96,75.47,
vae_wgan_sample_2886,50.0,19.83,19.96,89.79,
vae_wgan_sample_2887,50.0,19.89,19.96,89.85,
vae_wgan_sample_2888,50.0,19.99,19.96,89.95,
vae_wgan_sample_2889,50.0,19.82,19.92,89.74,
vae_wgan_sample_288,50.0,5.17,19.96,75.13,
vae_wgan_sample_2890,50.0,19.93,19.92,89.85,
vae_wgan_sample_2891,50.0,3.26,19.56,72.82,
vae_wgan_sample_2892,50.0,19.4,19.92,89.32,
vae_wgan_sample_2893,50.0,3.61,19.96,73.57,
vae_wgan_sample_2894,50.0,4.95,19.96,74.91,
vae_wgan_sample_2895,50.0,3.51,19.6,73.11,
vae_wgan_sample_2896,50.0,4.97,19.92,74.89,
vae_wgan_sample_2897,50.0,4.34,19.92,74.26,
vae_wgan_sample_2898,50.0,20.58,19.96,90.54,
vae_wgan_sample_2899,50.0,19.39,19.92,89.31,
vae_wgan_sample_289,50.0,20.13,19.92,90.05,
vae_wgan_sample_28,50.0,20.98,19.96,90.94,
vae_wgan_sample_2900,50.0,19.37,19.96,89.33,
vae_wgan_sample_2901,50.0,20.23,19.96,90.19,
vae_wgan_sample_2902,50.0,2.61,19.96,72.57,
vae_wgan_sample_2903,50.0,4.86,19.96,74.82,
vae_wgan_sample_2904,50.0,20.03,19.96,89.99,
vae_wgan_sample_2905,50.0,4.99,19.96,74.95,
vae_wgan_sample_2906,50.0,20.65,19.96,90.61,
vae_wgan_sample_2907,50.0,5.35,19.96,75.31,
vae_wgan_sample_2908,50.0,20.24,19.96,90.2,
vae_wgan_sample_2909,15.2,4.23,19.92,39.35,
vae_wgan_sample_290,50.0,4.61,19.88,74.49,
vae_wgan_sample_2910,50.0,5.97,19.96,75.93,
vae_wgan_sample_2911,50.0,19.68,19.92,89.6,
vae_wgan_sample_2912,50.0,20.03,19.96,89.99,
vae_wgan_sample_2913,50.0,20.06,19.96,90.02,
vae_wgan_sample_2914,50.0,20.36,19.92,90.28,
vae_wgan_sample_2915,37.6,1.71,19.84,59.15,
vae_wgan_sample_2916,50.0,5.43,19.96,75.39,
vae_wgan_sample_2917,50.0,20.23,19.96,90.19,
vae_wgan_sample_2918,50.0,19.75,19.92,89.67,
vae_wgan_sample_2919,50.0,0.72,14.92,65.64,
vae_wgan_sample_291,50.0,5.82,19.96,75.78,
vae_wgan_sample_2920,50.0,6.05,19.96,76.01,
vae_wgan_sample_2921,50.0,5.32,19.92,75.24,
vae_wgan_sample_2922,50.0,4.87,19.96,74.83,
vae_wgan_sample_2923,50.0,19.78,19.84,89.62,
vae_wgan_sample_2924,50.0,20.24,19.96,90.2,
vae_wgan_sample_2925,50.0,5.08,19.96,75.04,
vae_wgan_sample_2926,50.0,5.07,19.96,75.03,
vae_wgan_sample_2927,50.0,4.27,19.96,74.23,
vae_wgan_sample_2928,50.0,5.08,19.96,75.04,
vae_wgan_sample_2929,50.0,4.91,19.96,74.87,
vae_wgan_sample_292,50.0,2.96,19.92,72.88,
vae_wgan_sample_2930,50.0,4.4,19.92,74.32,
vae_wgan_sample_2931,50.0,5.71,19.96,75.67,
vae_wgan_sample_2932,50.0,20.31,19.92,90.23,
vae_wgan_sample_2933,50.0,19.99,19.96,89.95,
vae_wgan_sample_2934,50.0,20.03,19.92,89.95,
vae_wgan_sample_2935,50.0,5.3,19.96,75.26,
vae_wgan_sample_2936,50.0,5.72,19.96,75.68,
vae_wgan_sample_2937,50.0,5.64,19.92,75.56,
vae_wgan_sample_2938,50.0,19.94,19.96,89.9,
vae_wgan_sample_2939,50.0,6.74,19.96,76.7,
vae_wgan_sample_293,50.0,19.67,19.96,89.63,
vae_wgan_sample_2940,50.0,20.05,19.96,90.01,
vae_wgan_sample_2941,50.0,5.58,19.96,75.54,
vae_wgan_sample_2942,50.0,4.98,19.96,74.94,
vae_wgan_sample_2943,50.0,21.26,19.92,91.18,
vae_wgan_sample_2944,50.0,20.75,19.96,90.71,
vae_wgan_sample_2945,50.0,4.06,19.92,73.98,
vae_wgan_sample_2946,50.0,2.72,19.96,72.68,
vae_wgan_sample_2947,50.0,21.18,19.96,91.14,
vae_wgan_sample_2948,50.0,4.03,19.92,73.95,
vae_wgan_sample_2949,50.0,19.15,19.96,89.11,
vae_wgan_sample_294,50.0,4.75,19.96,74.71,
vae_wgan_sample_2950,50.0,19.05,19.96,89.01,
vae_wgan_sample_2951,50.0,4.6,19.88,74.48,
vae_wgan_sample_2952,50.0,4.81,19.96,74.77,
vae_wgan_sample_2953,50.0,20.72,19.96,90.68,
vae_wgan_sample_2954,50.0,20.22,19.96,90.18,
vae_wgan_sample_2955,50.0,5.45,19.96,75.41,
vae_wgan_sample_2956,50.0,18.67,19.96,88.63,
vae_wgan_sample_2957,50.0,5.15,19.96,75.11,
vae_wgan_sample_2958,50.0,21.15,19.96,91.11,
vae_wgan_sample_2959,50.0,5.92,19.96,75.88,
vae_wgan_sample_295,50.0,4.4,19.96,74.36,
vae_wgan_sample_2960,50.0,19.83,19.96,89.79,
vae_wgan_sample_2961,50.0,20.51,19.96,90.47,
vae_wgan_sample_2962,50.0,19.38,19.96,89.34,
vae_wgan_sample_2963,50.0,4.52,19.88,74.4,
vae_wgan_sample_2964,50.0,4.85,19.96,74.81,
vae_wgan_sample_2965,50.0,19.31,19.92,89.23,
vae_wgan_sample_2966,50.0,21.4,19.96,91.36,
vae_wgan_sample_2967,50.0,6.27,19.92,76.19,
vae_wgan_sample_2968,50.0,4.37,19.72,74.09,
vae_wgan_sample_2969,50.0,4.67,17.36,72.03,
vae_wgan_sample_296,50.0,3.75,20,73.75,
vae_wgan_sample_2970,50.0,4.78,19.96,74.74,
vae_wgan_sample_2971,50.0,19.8,19.96,89.76,
vae_wgan_sample_2972,50.0,19.62,19.96,89.58,
vae_wgan_sample_2973,50.0,4.7,19.96,74.66,
vae_wgan_sample_2974,50.0,5.02,19.96,74.98,
vae_wgan_sample_2975,50.0,5.21,19.4,74.61,
vae_wgan_sample_2976,50.0,5.21,19.92,75.13,
vae_wgan_sample_2977,50.0,2.05,19.88,71.93,
vae_wgan_sample_2978,50.0,4.7,19.92,74.62,
vae_wgan_sample_2979,50.0,5.74,19.96,75.7,
vae_wgan_sample_297,50.0,5.09,19.92,75.01,
vae_wgan_sample_2980,50.0,4.99,19.96,74.95,
vae_wgan_sample_2981,50.0,5.13,19.96,75.09,
vae_wgan_sample_2982,50.0,18.02,20,88.02,
vae_wgan_sample_2983,50.0,20.19,19.96,90.15,
vae_wgan_sample_2984,50.0,20.81,19.96,90.77,
vae_wgan_sample_2985,50.0,5.43,19.96,75.39,
vae_wgan_sample_2986,50.0,20.09,19.96,90.05,
vae_wgan_sample_2987,50.0,4.57,19.96,74.53,
vae_wgan_sample_2988,50.0,4.63,19.96,74.59,
vae_wgan_sample_2989,50.0,20.18,19.96,90.14,
vae_wgan_sample_298,50.0,20.23,19.96,90.19,
vae_wgan_sample_2990,50.0,3.14,19.92,73.06,
vae_wgan_sample_2991,50.0,5.73,19.96,75.69,
vae_wgan_sample_2992,50.0,6.23,20,76.23,
vae_wgan_sample_2993,50.0,5.82,19.96,75.78,
vae_wgan_sample_2994,50.0,2.6,18.44,71.04,
