Scenario,Safety,Efficiency,Comfort,Total,Note
vae_wgan_sample_2710,50.0,4.86,19.0,73.86,
vae_wgan_sample_2711,50.0,21.47,19.92,91.39,
vae_wgan_sample_2712,50.0,5.2,19.96,75.16,
vae_wgan_sample_2713,50.0,5.25,19.92,75.17,
vae_wgan_sample_2714,50.0,20.03,19.96,89.99,
vae_wgan_sample_2715,50.0,4.83,19.92,74.75,
vae_wgan_sample_2716,50.0,4.46,19.92,74.38,
vae_wgan_sample_2717,50.0,5.14,19.92,75.06,
vae_wgan_sample_2718,50.0,4.49,19.28,73.77,
vae_wgan_sample_2719,50.0,4.13,19.92,74.05,
vae_wgan_sample_271,50.0,21.17,19.96,91.13,
vae_wgan_sample_2720,50.0,4.59,19.92,74.51,
vae_wgan_sample_2721,50.0,5.49,18.64,74.13,
vae_wgan_sample_2722,50.0,18.51,19.52,88.03,
vae_wgan_sample_2723,50.0,6.11,19.88,75.99,
vae_wgan_sample_2724,50.0,4.4,19.96,74.36,
vae_wgan_sample_2725,50.0,5.1,19.96,75.06,
vae_wgan_sample_2726,50.0,6.32,19.96,76.28,
vae_wgan_sample_2727,50.0,20.67,19.96,90.63,
vae_wgan_sample_2728,50.0,19.72,19.92,89.64,
vae_wgan_sample_2729,50.0,5.25,20,75.25,
vae_wgan_sample_272,50.0,20.31,19.96,90.27,
vae_wgan_sample_2730,50.0,20.72,19.92,90.64,
vae_wgan_sample_2731,50.0,19.92,19.92,89.84,
vae_wgan_sample_2732,50.0,20.58,19.96,90.54,
vae_wgan_sample_2733,50.0,5.31,19.96,75.27,
vae_wgan_sample_2734,50.0,5.45,19.24,74.69,
vae_wgan_sample_2735,50.0,5.16,19.92,75.08,
vae_wgan_sample_2736,50.0,19.85,19.92,89.77,
vae_wgan_sample_2737,50.0,5.16,19.6,74.76,
vae_wgan_sample_2738,50.0,6.66,19.96,76.62,
vae_wgan_sample_2739,50.0,4.81,19.92,74.73,
vae_wgan_sample_273,50.0,5.54,19.92,75.46,
vae_wgan_sample_2740,50.0,5.41,18.56,73.97,
vae_wgan_sample_2741,50.0,6.36,19.92,76.28,
vae_wgan_sample_2742,50.0,3.23,19.92,73.15,
vae_wgan_sample_2743,50.0,19.6,19.92,89.52,
vae_wgan_sample_2744,50.0,3.99,18.84,72.83,
vae_wgan_sample_2745,50.0,5.37,19.96,75.33,
vae_wgan_sample_2746,50.0,20.88,19.96,90.84,
vae_wgan_sample_2747,50.0,19.73,19.92,89.65,
vae_wgan_sample_2748,50.0,5.44,19.96,75.4,
vae_wgan_sample_2749,50.0,19.26,19.92,89.18,
vae_wgan_sample_274,50.0,20.21,19.96,90.17,
vae_wgan_sample_2750,50.0,4.98,19.96,74.94,
vae_wgan_sample_2751,50.0,5.34,19.16,74.5,
vae_wgan_sample_2752,50.0,5.21,19.92,75.13,
vae_wgan_sample_2753,50.0,4.74,19.56,74.3,
vae_wgan_sample_2754,50.0,5.57,18.56,74.13,
vae_wgan_sample_2755,50.0,5.32,19.56,74.88,
vae_wgan_sample_2756,50.0,19.69,19.92,89.61,
vae_wgan_sample_2757,50.0,5.14,19.72,74.86,
vae_wgan_sample_2758,50.0,6.16,19.96,76.12,
vae_wgan_sample_2759,50.0,5.56,19.76,75.32,
vae_wgan_sample_275,50.0,5.98,19.96,75.94,
vae_wgan_sample_2760,50.0,5.52,19.96,75.48,
vae_wgan_sample_2761,50.0,5.34,19.08,74.42,
vae_wgan_sample_2762,50.0,5.65,19.48,75.13,
vae_wgan_sample_2763,50.0,4.66,18.52,73.18,
vae_wgan_sample_2764,50.0,19.52,19.92,89.44,
vae_wgan_sample_2765,50.0,19.94,19.96,89.9,
vae_wgan_sample_2766,50.0,20.19,19.96,90.15,
vae_wgan_sample_2767,50.0,16.68,19.92,86.6,
vae_wgan_sample_2768,50.0,4.16,19.92,74.08,
vae_wgan_sample_2769,50.0,5.08,19.92,75.0,
vae_wgan_sample_276,50.0,19.7,19.92,89.62,
vae_wgan_sample_2770,50.0,21.91,20,91.91,
vae_wgan_sample_2771,50.0,19.91,19.92,89.83,
vae_wgan_sample_2772,50.0,22.09,20,92.09,
vae_wgan_sample_2773,50.0,5.88,19.96,75.84,
vae_wgan_sample_2774,50.0,4.58,19.96,74.54,
vae_wgan_sample_2775,50.0,5.08,19.96,75.04,
vae_wgan_sample_2776,50.0,6.43,19.96,76.39,
vae_wgan_sample_2777,50.0,5.31,19.76,75.07,
vae_wgan_sample_2778,50.0,6.01,19.92,75.93,
vae_wgan_sample_2779,50.0,19.57,19.96,89.53,
vae_wgan_sample_277,50.0,6.52,19.36,75.88,
vae_wgan_sample_2780,50.0,4.53,19.88,74.41,
vae_wgan_sample_2781,50.0,5.06,19.84,74.9,
vae_wgan_sample_2782,50.0,4.83,19.92,74.75,
vae_wgan_sample_2783,50.0,18.68,19.92,88.6,
vae_wgan_sample_2784,50.0,20.21,19.88,90.09,
vae_wgan_sample_2785,50.0,19.64,19.96,89.6,
vae_wgan_sample_2786,50.0,5.31,19.92,75.23,
vae_wgan_sample_2787,50.0,5.07,19.96,75.03,
vae_wgan_sample_2788,50.0,3.82,19.96,73.78,
vae_wgan_sample_2789,50.0,4.8,19.92,74.72,
vae_wgan_sample_278,50.0,19.92,19.96,89.88,
vae_wgan_sample_2790,50.0,5.04,19.96,75.0,
vae_wgan_sample_2791,50.0,5.89,19.48,75.37,
vae_wgan_sample_2792,50.0,7.02,18.84,75.86,
vae_wgan_sample_2793,50.0,6.01,19.96,75.97,
vae_wgan_sample_2794,50.0,6.28,19.96,76.24,
vae_wgan_sample_2795,50.0,5.9,19.96,75.86,
vae_wgan_sample_2796,50.0,4.89,19.8,74.69,
vae_wgan_sample_2797,50.0,5.74,19.92,75.66,
vae_wgan_sample_2798,50.0,19.47,19.36,88.83,
vae_wgan_sample_2799,50.0,5.3,19.68,74.98,
vae_wgan_sample_279,50.0,5.83,19.96,75.79,
vae_wgan_sample_27,50.0,4.68,19.92,74.6,
vae_wgan_sample_2800,50.0,19.89,19.92,89.81,
vae_wgan_sample_2801,50.0,5.22,19.96,75.18,
vae_wgan_sample_2802,50.0,18.16,19.36,87.52,
vae_wgan_sample_2803,50.0,4.43,19.96,74.39,
vae_wgan_sample_2804,50.0,6.18,19.96,76.14,
vae_wgan_sample_2805,50.0,5.75,19.92,75.67,
vae_wgan_sample_2806,50.0,6.51,19.96,76.47,
vae_wgan_sample_2807,50.0,4.85,19.96,74.81,
vae_wgan_sample_2808,50.0,20.66,19.76,90.42,
vae_wgan_sample_2809,50.0,4.96,19.72,74.68,
vae_wgan_sample_280,50.0,5.68,19.24,74.92,
vae_wgan_sample_2810,50.0,4.68,19.92,74.6,
vae_wgan_sample_2811,50.0,5.75,19.92,75.67,
vae_wgan_sample_2812,50.0,5.51,19.92,75.43,
vae_wgan_sample_2813,50.0,19.44,19.64,89.08,
vae_wgan_sample_2814,50.0,5.9,19.96,75.86,
vae_wgan_sample_2815,50.0,20.9,19.96,90.86,
vae_wgan_sample_2816,50.0,20.74,19.96,90.7,
vae_wgan_sample_2817,50.0,6.77,19.16,75.93,
vae_wgan_sample_2818,50.0,4.44,18.76,73.2,
vae_wgan_sample_2819,50.0,19.85,19.96,89.81,
vae_wgan_sample_281,50.0,4.8,18.88,73.68,
vae_wgan_sample_2820,50.0,4.86,19.92,74.78,
vae_wgan_sample_2821,50.0,5.01,19.96,74.97,
vae_wgan_sample_2822,50.0,4.14,19.36,73.5,
vae_wgan_sample_2823,50.0,4.74,19.92,74.66,
vae_wgan_sample_2824,50.0,20.81,19.92,90.73,
vae_wgan_sample_2825,50.0,4.5,19.92,74.42,
vae_wgan_sample_2826,50.0,5.5,19.92,75.42,
vae_wgan_sample_2827,50.0,5.96,19.6,75.56,
vae_wgan_sample_2828,50.0,5.05,19.96,75.01,
vae_wgan_sample_2829,50.0,20.34,19.96,90.3,
vae_wgan_sample_282,50.0,20.92,19.92,90.84,
vae_wgan_sample_2830,50.0,5.63,19.24,74.87,
vae_wgan_sample_2831,50.0,20.2,19.96,90.16,
vae_wgan_sample_2832,50.0,4.42,19.44,73.86,
vae_wgan_sample_2833,50.0,6.17,19.96,76.13,
vae_wgan_sample_2834,50.0,4.72,19.16,73.88,
vae_wgan_sample_2835,50.0,21.28,19.96,91.24,
vae_wgan_sample_2836,50.0,20.31,19.96,90.27,
vae_wgan_sample_2837,50.0,5.22,19.96,75.18,
vae_wgan_sample_2838,50.0,20.13,19.92,90.05,
vae_wgan_sample_2839,50.0,5.53,19.96,75.49,
vae_wgan_sample_283,50.0,20.45,19.92,90.37,
vae_wgan_sample_2840,50.0,19.7,19.96,89.66,
vae_wgan_sample_2841,50.0,4.71,19.96,74.67,
vae_wgan_sample_2842,50.0,6.44,20,76.44,
vae_wgan_sample_2843,50.0,6.4,19.92,76.32,
vae_wgan_sample_2844,50.0,19.76,19.92,89.68,
vae_wgan_sample_2845,50.0,6.16,18.84,75.0,
vae_wgan_sample_2846,50.0,21.62,19.64,91.26,
vae_wgan_sample_2847,50.0,6.66,19.68,76.34,
vae_wgan_sample_2848,50.0,4.89,19.96,74.85,
vae_wgan_sample_2849,50.0,5.48,19.96,75.44,
vae_wgan_sample_284,50.0,20.47,19.96,90.43,
vae_wgan_sample_2850,50.0,19.49,19.96,89.45,
vae_wgan_sample_2851,50.0,18.65,19.6,88.25,
vae_wgan_sample_2852,50.0,19.96,19.96,89.92,
vae_wgan_sample_2853,50.0,4.39,19.92,74.31,
vae_wgan_sample_2854,50.0,5.1,19.32,74.42,
vae_wgan_sample_2855,50.0,6.54,19.6,76.14,
vae_wgan_sample_2856,50.0,20.77,19.96,90.73,
vae_wgan_sample_2857,50.0,0.9,19.16,70.06,
vae_wgan_sample_2858,50.0,19.97,19.96,89.93,
vae_wgan_sample_2859,50.0,5.28,19.96,75.24,
vae_wgan_sample_285,50.0,20.17,19.96,90.13,
vae_wgan_sample_2860,50.0,5.06,20,75.06,
vae_wgan_sample_2861,50.0,4.13,19.92,74.05,
vae_wgan_sample_2862,50.0,5.25,18.72,73.97,
vae_wgan_sample_2863,50.0,5.61,19.64,75.25,
vae_wgan_sample_2864,50.0,5.58,19.96,75.54,
vae_wgan_sample_2865,50.0,21.55,20,91.55,
vae_wgan_sample_2866,50.0,5.34,17.88,73.22,
vae_wgan_sample_2867,50.0,19.44,19.92,89.36,
vae_wgan_sample_2868,50.0,4.92,19.36,74.28,
vae_wgan_sample_2869,50.0,20.72,19.96,90.68,
vae_wgan_sample_286,50.0,5.37,19.96,75.33,
vae_wgan_sample_2870,50.0,20.5,19.96,90.46,
vae_wgan_sample_2871,50.0,4.77,17.24,72.01,
vae_wgan_sample_2872,50.0,20.22,20,90.22,
vae_wgan_sample_2873,50.0,5.63,19.32,74.95,
vae_wgan_sample_2874,50.0,18.48,19.96,88.44,
vae_wgan_sample_2875,50.0,5.09,19.4,74.49,
vae_wgan_sample_2876,50.0,6.28,19.96,76.24,
vae_wgan_sample_2877,50.0,4.37,19.56,73.93,
vae_wgan_sample_2878,50.0,5.53,19.92,75.45,
vae_wgan_sample_2879,50.0,19.93,19.6,89.53,
vae_wgan_sample_287,50.0,17.97,19.92,87.89,
vae_wgan_sample_2880,50.0,5.62,19.4,75.02,
vae_wgan_sample_2881,50.0,21.06,19.96,91.02,
vae_wgan_sample_2882,50.0,19.72,19.96,89.68,
vae_wgan_sample_2883,50.0,6.7,19.28,75.98,
vae_wgan_sample_2884,50.0,5.54,19.96,75.5,
vae_wgan_sample_2885,50.0,20.1,20,90.1,
vae_wgan_sample_2886,50.0,21.27,19.92,91.19,
vae_wgan_sample_2887,50.0,20.75,19.96,90.71,
vae_wgan_sample_2888,50.0,7.09,20,77.09,
vae_wgan_sample_2889,50.0,5.38,19.96,75.34,
vae_wgan_sample_288,50.0,5.61,19.28,74.89,
vae_wgan_sample_2890,50.0,4.01,19.92,73.93,
vae_wgan_sample_2891,50.0,20.45,19.96,90.41,
vae_wgan_sample_2892,50.0,18.96,19.92,88.88,
vae_wgan_sample_2893,50.0,4.9,19.92,74.82,
vae_wgan_sample_2894,50.0,6.44,20,76.44,
vae_wgan_sample_2895,50.0,20.0,19.96,89.96,
vae_wgan_sample_2896,50.0,19.8,19.16,88.96,
vae_wgan_sample_2897,50.0,5.57,19.96,75.53,
vae_wgan_sample_2898,50.0,5.38,19.96,75.34,
vae_wgan_sample_2899,50.0,4.32,19.72,74.04,
vae_wgan_sample_289,50.0,4.84,18.76,73.6,
vae_wgan_sample_28,50.0,20.61,19.96,90.57,
vae_wgan_sample_2900,50.0,5.28,19.92,75.2,
vae_wgan_sample_2901,50.0,5.96,19.96,75.92,
vae_wgan_sample_2902,50.0,19.97,19.96,89.93,
vae_wgan_sample_2903,50.0,6.7,19.48,76.18,
vae_wgan_sample_2904,50.0,5.76,19.96,75.72,
vae_wgan_sample_2905,38.4,5.3,19.96,63.66,
vae_wgan_sample_2906,50.0,19.96,19.96,89.92,
vae_wgan_sample_2907,50.0,5.91,19.16,75.07,
vae_wgan_sample_2908,50.0,5.54,19.96,75.5,
vae_wgan_sample_2909,50.0,20.49,19.96,90.45,
vae_wgan_sample_290,50.0,5.64,19.92,75.56,
vae_wgan_sample_2910,50.0,4.96,19.96,74.92,
vae_wgan_sample_2911,50.0,20.92,19.96,90.88,
vae_wgan_sample_2912,50.0,20.17,19.92,90.09,
vae_wgan_sample_2913,50.0,5.52,19.56,75.08,
vae_wgan_sample_2914,50.0,4.32,19.92,74.24,
vae_wgan_sample_2915,50.0,5.44,19.4,74.84,
vae_wgan_sample_2916,50.0,4.06,19.72,73.78,
vae_wgan_sample_2917,50.0,4.55,19.92,74.47,
vae_wgan_sample_2918,50.0,6.79,19.96,76.75,
vae_wgan_sample_2919,50.0,19.35,19.92,89.27,
vae_wgan_sample_291,50.0,5.24,19.12,74.36,
vae_wgan_sample_2920,50.0,6.39,20,76.39,
vae_wgan_sample_2921,50.0,6.11,19.96,76.07,
vae_wgan_sample_2922,50.0,5.83,19.96,75.79,
vae_wgan_sample_2923,50.0,5.41,19.96,75.37,
vae_wgan_sample_2924,50.0,20.37,19.84,90.21,
vae_wgan_sample_2925,50.0,5.62,19.92,75.54,
vae_wgan_sample_2926,50.0,5.01,19.96,74.97,
vae_wgan_sample_2927,50.0,20.13,19.96,90.09,
vae_wgan_sample_2928,50.0,20.07,19.92,89.99,
vae_wgan_sample_2929,50.0,4.33,20,74.33,
vae_wgan_sample_292,50.0,5.15,19.36,74.51,
vae_wgan_sample_2930,50.0,20.46,19.52,89.98,
vae_wgan_sample_2931,50.0,4.98,19.92,74.9,
vae_wgan_sample_2932,50.0,6.16,20,76.16,
vae_wgan_sample_2933,50.0,6.26,19.96,76.22,
vae_wgan_sample_2934,50.0,4.79,19.92,74.71,
vae_wgan_sample_2935,50.0,19.95,19.96,89.91,
vae_wgan_sample_2936,50.0,20.1,19.96,90.06,
vae_wgan_sample_2937,50.0,4.59,19.96,74.55,
vae_wgan_sample_2938,50.0,20.14,19.92,90.06,
vae_wgan_sample_2939,50.0,4.83,19.92,74.75,
vae_wgan_sample_293,50.0,19.77,19.92,89.69,
vae_wgan_sample_2940,50.0,6.15,19.92,76.07,
vae_wgan_sample_2941,50.0,5.42,19.96,75.38,
vae_wgan_sample_2942,50.0,5.17,19.6,74.77,
vae_wgan_sample_2943,50.0,4.99,19.92,74.91,
vae_wgan_sample_2944,50.0,20.42,18.76,89.18,
vae_wgan_sample_2945,50.0,5.1,19.96,75.06,
vae_wgan_sample_2946,50.0,19.99,19.96,89.95,
vae_wgan_sample_2947,50.0,20.52,20,90.52,
vae_wgan_sample_2948,50.0,20.51,19.92,90.43,
vae_wgan_sample_2949,50.0,20.73,19.96,90.69,
vae_wgan_sample_294,50.0,19.75,19.96,89.71,
vae_wgan_sample_2950,50.0,20.79,20,90.79,
vae_wgan_sample_2951,50.0,18.31,19.92,88.23,
vae_wgan_sample_2952,50.0,6.24,19.92,76.16,
vae_wgan_sample_2953,50.0,4.67,19.96,74.63,
vae_wgan_sample_2954,50.0,4.83,19.96,74.79,
vae_wgan_sample_2955,50.0,20.51,20,90.51,
vae_wgan_sample_2956,50.0,4.11,19.92,74.03,
vae_wgan_sample_2957,50.0,5.29,19.96,75.25,
vae_wgan_sample_2958,50.0,5.23,19.96,75.19,
vae_wgan_sample_2959,50.0,19.38,19.92,89.3,
vae_wgan_sample_295,50.0,4.4,19.96,74.36,
vae_wgan_sample_2960,50.0,5.08,19.96,75.04,
vae_wgan_sample_2961,50.0,4.87,20,74.87,
vae_wgan_sample_2962,50.0,4.84,19.92,74.76,
vae_wgan_sample_2963,50.0,6.12,19.36,75.48,
vae_wgan_sample_2964,50.0,19.57,19.96,89.53,
vae_wgan_sample_2965,50.0,4.1,19.92,74.02,
vae_wgan_sample_2966,50.0,19.76,19.92,89.68,
vae_wgan_sample_2967,50.0,5.84,19.96,75.8,
vae_wgan_sample_2968,50.0,20.5,19.88,90.38,
vae_wgan_sample_2969,50.0,19.76,19.96,89.72,
vae_wgan_sample_296,50.0,6.59,19.96,76.55,
vae_wgan_sample_2970,50.0,6.4,19.44,75.84,
vae_wgan_sample_2971,50.0,20.1,19.72,89.82,
vae_wgan_sample_2972,50.0,18.71,19.92,88.63,
vae_wgan_sample_2973,50.0,4.19,19.92,74.11,
vae_wgan_sample_2974,50.0,5.57,19.92,75.49,
vae_wgan_sample_2975,50.0,19.43,19.96,89.39,
vae_wgan_sample_2976,50.0,3.05,19.92,72.97,
vae_wgan_sample_2977,50.0,20.59,20,90.59,
vae_wgan_sample_2978,50.0,19.75,20,89.75,
vae_wgan_sample_2979,50.0,20.42,19.96,90.38,
vae_wgan_sample_297,50.0,5.19,19.96,75.15,
vae_wgan_sample_2980,50.0,20.26,19.96,90.22,
vae_wgan_sample_2981,50.0,18.75,19.96,88.71,
vae_wgan_sample_2982,50.0,5.32,19.0,74.32,
vae_wgan_sample_2983,50.0,21.24,20,91.24,
vae_wgan_sample_2984,50.0,5.57,19.92,75.49,
vae_wgan_sample_2985,50.0,19.68,19.92,89.6,
vae_wgan_sample_2986,50.0,6.01,19.96,75.97,
vae_wgan_sample_2987,50.0,19.55,19.92,89.47,
vae_wgan_sample_2988,50.0,5.03,18.96,73.99,
vae_wgan_sample_2989,50.0,4.63,19.96,74.59,
vae_wgan_sample_298,50.0,5.96,19.96,75.92,
vae_wgan_sample_2990,50.0,17.45,19.92,87.37,
vae_wgan_sample_2991,50.0,19.86,19.92,89.78,
vae_wgan_sample_2992,50.0,3.89,19.16,73.05,
vae_wgan_sample_2993,50.0,5.2,19.96,75.16,
vae_wgan_sample_2994,50.0,5.4,19.96,75.36,
vae_wgan_sample_2995,50.0,19.7,19.96,89.66,
vae_wgan_sample_2996,50.0,5.66,19.76,75.42,
vae_wgan_sample_2997,50.0,6.1,19.96,76.06,
vae_wgan_sample_2998,50.0,19.82,19.92,89.74,
vae_wgan_sample_2999,50.0,5.86,19.92,75.78,
vae_wgan_sample_299,50.0,5.21,19.96,75.17,
vae_wgan_sample_29,50.0,4.0,19.92,73.92,
vae_wgan_sample_2,50.0,4.68,19.04,73.72,
vae_wgan_sample_3000,50.0,19.91,19.96,89.87,
vae_wgan_sample_3001,50.0,19.19,20,89.19,
vae_wgan_sample_3002,50.0,6.05,19.72,75.77,
vae_wgan_sample_3003,50.0,4.75,19.4,74.15,
vae_wgan_sample_3004,50.0,19.7,19.92,89.62,
vae_wgan_sample_3005,50.0,4.77,19.96,74.73,
vae_wgan_sample_3006,50.0,5.06,19.24,74.3,
vae_wgan_sample_3007,50.0,0.71,19.92,70.63,
vae_wgan_sample_3008,50.0,3.68,19.88,73.56,
vae_wgan_sample_3009,50.0,4.3,19.96,74.26,
vae_wgan_sample_300,50.0,19.36,19.92,89.28,
vae_wgan_sample_3010,50.0,4.84,19.16,74.0,
vae_wgan_sample_3011,50.0,5.12,19.56,74.68,
vae_wgan_sample_3012,50.0,19.71,19.92,89.63,
vae_wgan_sample_3013,50.0,20.01,19.96,89.97,
vae_wgan_sample_3014,50.0,20.73,19.92,90.65,
vae_wgan_sample_3015,50.0,19.49,19.96,89.45,
vae_wgan_sample_3016,50.0,19.53,19.92,89.45,
vae_wgan_sample_3017,50.0,6.07,19.92,75.99,
vae_wgan_sample_3018,50.0,4.93,19.8,74.73,
vae_wgan_sample_3019,50.0,19.56,19.96,89.52,
vae_wgan_sample_301,50.0,19.97,19.96,89.93,
vae_wgan_sample_3020,50.0,16.85,19.96,86.81,
vae_wgan_sample_3021,50.0,20.24,19.96,90.2,
vae_wgan_sample_3022,50.0,4.24,19.08,73.32,
vae_wgan_sample_3023,50.0,4.96,19.96,74.92,
vae_wgan_sample_3024,50.0,19.87,19.96,89.83,
vae_wgan_sample_3025,50.0,19.72,19.96,89.68,
vae_wgan_sample_3026,50.0,20.42,19.08,89.5,
vae_wgan_sample_3027,50.0,5.34,19.76,75.1,
vae_wgan_sample_3028,50.0,19.8,19.92,89.72,
vae_wgan_sample_3029,50.0,4.91,19.52,74.43,
vae_wgan_sample_302,50.0,4.83,19.96,74.79,
vae_wgan_sample_3030,50.0,5.2,19.96,75.16,
vae_wgan_sample_3031,50.0,4.74,19.32,74.06,
vae_wgan_sample_3032,50.0,1.24,19.92,71.16,
vae_wgan_sample_3033,50.0,5.22,19.96,75.18,
vae_wgan_sample_3034,50.0,17.94,19.96,87.9,
vae_wgan_sample_3035,50.0,5.47,19.96,75.43,
vae_wgan_sample_3036,50.0,5.83,19.4,75.23,
vae_wgan_sample_3037,50.0,5.75,19.8,75.55,
vae_wgan_sample_3038,50.0,19.14,19.92,89.06,
vae_wgan_sample_3039,50.0,4.22,19.72,73.94,
vae_wgan_sample_303,50.0,20.0,19.92,89.92,
vae_wgan_sample_3040,50.0,19.96,19.96,89.92,
vae_wgan_sample_3041,50.0,20.01,20,90.01,
vae_wgan_sample_3042,50.0,6.71,19.96,76.67,
vae_wgan_sample_3043,50.0,5.7,19.92,75.62,
vae_wgan_sample_3044,50.0,3.72,19.92,73.64,
vae_wgan_sample_3045,50.0,5.76,19.92,75.68,
vae_wgan_sample_3046,50.0,17.57,19.96,87.53,
vae_wgan_sample_3047,50.0,4.49,19.36,73.85,
vae_wgan_sample_3048,50.0,19.89,19.96,89.85,
vae_wgan_sample_3049,50.0,5.14,19.96,75.1,
vae_wgan_sample_304,50.0,5.18,18.76,73.94,
vae_wgan_sample_3050,50.0,5.21,19.92,75.13,
vae_wgan_sample_3051,50.0,18.75,19.96,88.71,
vae_wgan_sample_3052,50.0,7.11,19.2,76.31,
vae_wgan_sample_3053,50.0,4.56,19.96,74.52,
vae_wgan_sample_3054,50.0,16.98,19.96,86.94,
vae_wgan_sample_3055,50.0,20.05,19.92,89.97,
vae_wgan_sample_3056,50.0,21.28,19.96,91.24,
vae_wgan_sample_3057,50.0,20.41,19.92,90.33,
vae_wgan_sample_3058,50.0,20.11,19.96,90.07,
vae_wgan_sample_3059,50.0,19.89,19.68,89.57,
vae_wgan_sample_305,50.0,20.37,19.68,90.05,
vae_wgan_sample_3060,50.0,20.37,19.96,90.33,
vae_wgan_sample_3061,50.0,6.5,19.96,76.46,
vae_wgan_sample_3062,50.0,20.82,19.96,90.78,
vae_wgan_sample_3063,50.0,6.8,19.96,76.76,
vae_wgan_sample_3064,50.0,19.99,19.96,89.95,
vae_wgan_sample_3065,50.0,5.07,19.44,74.51,
vae_wgan_sample_3066,50.0,20.0,19.92,89.92,
vae_wgan_sample_3067,50.0,6.04,19.92,75.96,
vae_wgan_sample_3068,50.0,5.91,19.12,75.03,
vae_wgan_sample_3069,50.0,20.24,19.92,90.16,
vae_wgan_sample_306,50.0,5.32,19.96,75.28,
vae_wgan_sample_3070,50.0,4.21,19.96,74.17,
vae_wgan_sample_3071,50.0,5.51,19.92,75.43,
vae_wgan_sample_3072,50.0,5.89,19.64,75.53,
vae_wgan_sample_3073,50.0,19.41,19.56,88.97,
vae_wgan_sample_3074,50.0,5.74,18.72,74.46,
vae_wgan_sample_3075,50.0,5.46,20,75.46,
vae_wgan_sample_3076,50.0,5.84,19.96,75.8,
vae_wgan_sample_3077,50.0,20.98,19.96,90.94,
vae_wgan_sample_3078,50.0,5.01,19.92,74.93,
vae_wgan_sample_3079,50.0,20.96,19.96,90.92,
vae_wgan_sample_307,50.0,20.95,19.96,90.91,
vae_wgan_sample_3080,50.0,6.51,19.92,76.43,
vae_wgan_sample_3081,50.0,20.46,20,90.46,
vae_wgan_sample_3082,50.0,5.77,19.96,75.73,
vae_wgan_sample_3083,50.0,18.67,19.96,88.63,
vae_wgan_sample_3084,50.0,6.7,19.72,76.42,
vae_wgan_sample_3085,50.0,19.77,19.96,89.73,
vae_wgan_sample_3086,50.0,5.14,19.92,75.06,
vae_wgan_sample_3087,50.0,19.95,19.96,89.91,
vae_wgan_sample_3088,50.0,20.47,19.88,90.35,
vae_wgan_sample_3089,50.0,4.52,19.56,74.08,
vae_wgan_sample_308,50.0,5.67,19.92,75.59,
vae_wgan_sample_3090,50.0,4.18,18.76,72.94,
vae_wgan_sample_3091,50.0,5.2,19.64,74.84,
vae_wgan_sample_3092,50.0,5.51,19.76,75.27,
vae_wgan_sample_3093,50.0,18.8,19.92,88.72,
vae_wgan_sample_3094,50.0,19.2,19.92,89.12,
vae_wgan_sample_3095,50.0,19.97,19.96,89.93,
vae_wgan_sample_3096,50.0,20.47,19.48,89.95,
vae_wgan_sample_3097,50.0,20.92,19.92,90.84,
vae_wgan_sample_3098,50.0,4.99,19.96,74.95,
vae_wgan_sample_3099,50.0,19.95,19.96,89.91,
vae_wgan_sample_309,50.0,19.47,19.96,89.43,
vae_wgan_sample_30,50.0,6.45,19.92,76.37,
vae_wgan_sample_3100,50.0,5.66,19.96,75.62,
vae_wgan_sample_3101,50.0,20.32,19.96,90.28,
vae_wgan_sample_3102,50.0,4.51,20,74.51,
vae_wgan_sample_3103,50.0,2.06,19.96,72.02,
vae_wgan_sample_3104,50.0,5.2,19.96,75.16,
vae_wgan_sample_3105,50.0,19.95,19.92,89.87,
vae_wgan_sample_3106,50.0,19.8,19.96,89.76,
vae_wgan_sample_3107,50.0,5.08,19.96,75.04,
vae_wgan_sample_3108,50.0,19.72,19.92,89.64,
vae_wgan_sample_3109,50.0,5.39,19.56,74.95,
vae_wgan_sample_310,50.0,5.02,19.92,74.94,
vae_wgan_sample_3110,50.0,5.15,18.92,74.07,
vae_wgan_sample_3111,50.0,19.46,19.92,89.38,
vae_wgan_sample_3112,50.0,5.76,18.64,74.4,
vae_wgan_sample_3113,50.0,4.56,20,74.56,
vae_wgan_sample_3114,50.0,3.97,19.36,73.33,
vae_wgan_sample_3115,50.0,3.74,19.92,73.66,
vae_wgan_sample_3116,50.0,4.4,19.52,73.92,
vae_wgan_sample_3117,50.0,3.47,19.92,73.39,
vae_wgan_sample_3118,50.0,6.01,19.92,75.93,
vae_wgan_sample_3119,50.0,5.11,20,75.11,
vae_wgan_sample_311,50.0,18.87,19.92,88.79,
vae_wgan_sample_3120,50.0,19.99,19.96,89.95,
vae_wgan_sample_3121,50.0,16.7,19.96,86.66,
vae_wgan_sample_3122,50.0,18.09,19.72,87.81,
vae_wgan_sample_3123,50.0,3.86,19.84,73.7,
vae_wgan_sample_3124,50.0,6.05,19.92,75.97,
vae_wgan_sample_3125,50.0,5.06,19.8,74.86,
vae_wgan_sample_3126,50.0,4.86,19.92,74.78,
vae_wgan_sample_3127,50.0,5.38,19.84,75.22,
vae_wgan_sample_3128,50.0,4.59,19.96,74.55,
vae_wgan_sample_3129,50.0,5.24,19.24,74.48,
vae_wgan_sample_312,50.0,6.65,19.2,75.85,
vae_wgan_sample_3130,50.0,16.0,19.92,85.92,
vae_wgan_sample_3131,50.0,20.21,19.92,90.13,
