Scenario,Safety,Efficiency,Comfort,Total,Note
vae_wgan_sample_228,50.0,19.5,19.92,89.42,
vae_wgan_sample_2290,50.0,6.46,19.04,75.5,
vae_wgan_sample_2291,50.0,5.65,19.92,75.57,
vae_wgan_sample_2292,50.0,5.98,19.96,75.94,
vae_wgan_sample_2293,50.0,19.9,19.92,89.82,
vae_wgan_sample_2294,50.0,20.73,19.56,90.29,
vae_wgan_sample_2295,50.0,6.09,19.96,76.05,
vae_wgan_sample_2296,50.0,20.02,19.92,89.94,
vae_wgan_sample_2297,50.0,5.78,19.96,75.74,
vae_wgan_sample_2298,50.0,5.71,19.56,75.27,
vae_wgan_sample_2299,50.0,5.56,19.92,75.48,
vae_wgan_sample_229,50.0,5.76,19.96,75.72,
vae_wgan_sample_22,50.0,20.22,19.96,90.18,
vae_wgan_sample_2300,50.0,5.99,19.72,75.71,
vae_wgan_sample_2301,50.0,6.87,20,76.87,
vae_wgan_sample_2302,50.0,19.55,19.96,89.51,
vae_wgan_sample_2303,50.0,20.13,19.96,90.09,
vae_wgan_sample_2304,50.0,19.57,19.96,89.53,
vae_wgan_sample_2305,50.0,3.9,19.92,73.82,
vae_wgan_sample_2306,50.0,5.26,19.68,74.94,
vae_wgan_sample_2307,50.0,4.92,19.92,74.84,
vae_wgan_sample_2308,50.0,6.1,19.92,76.02,
vae_wgan_sample_2309,50.0,5.53,19.24,74.77,
vae_wgan_sample_230,50.0,20.48,19.96,90.44,
vae_wgan_sample_2310,50.0,4.76,19.92,74.68,
vae_wgan_sample_2311,50.0,20.65,19.92,90.57,
vae_wgan_sample_2312,50.0,5.29,19.68,74.97,
vae_wgan_sample_2313,50.0,5.54,19.96,75.5,
vae_wgan_sample_2314,50.0,5.63,19.92,75.55,
vae_wgan_sample_2315,50.0,5.08,19.96,75.04,
vae_wgan_sample_2316,50.0,5.71,19.72,75.43,
vae_wgan_sample_2317,29.6,1.12,14.96,45.68,
vae_wgan_sample_2318,50.0,5.57,19.28,74.85,
vae_wgan_sample_2319,50.0,19.26,19.6,88.86,
vae_wgan_sample_231,50.0,5.51,19.68,75.19,
vae_wgan_sample_2320,50.0,19.95,19.96,89.91,
vae_wgan_sample_2321,50.0,5.23,19.32,74.55,
vae_wgan_sample_2322,50.0,5.24,19.96,75.2,
vae_wgan_sample_2323,50.0,5.71,19.96,75.67,
vae_wgan_sample_2324,50.0,4.6,19.96,74.56,
vae_wgan_sample_2325,50.0,5.55,20,75.55,
vae_wgan_sample_2326,50.0,6.75,19.36,76.11,
vae_wgan_sample_2327,50.0,20.14,19.92,90.06,
vae_wgan_sample_2328,50.0,4.94,19.96,74.9,
vae_wgan_sample_2329,50.0,20.28,19.96,90.24,
vae_wgan_sample_232,50.0,6.21,19.92,76.13,
vae_wgan_sample_2330,50.0,6.26,19.96,76.22,
vae_wgan_sample_2331,50.0,5.43,19.96,75.39,
vae_wgan_sample_2332,50.0,1.9,19.96,71.86,
vae_wgan_sample_2333,50.0,5.81,19.16,74.97,
vae_wgan_sample_2334,50.0,20.67,19.92,90.59,
vae_wgan_sample_2335,50.0,20.29,19.68,89.97,
vae_wgan_sample_2336,50.0,4.8,19.96,74.76,
vae_wgan_sample_2337,50.0,6.1,19.6,75.7,
vae_wgan_sample_2338,50.0,19.2,20,89.2,
vae_wgan_sample_2339,50.0,5.43,19.92,75.35,
vae_wgan_sample_233,50.0,4.75,20,74.75,
vae_wgan_sample_2340,50.0,4.15,19.96,74.11,
vae_wgan_sample_2341,50.0,6.38,18.96,75.34,
vae_wgan_sample_2342,50.0,20.43,19.96,90.39,
vae_wgan_sample_2343,50.0,4.73,19.96,74.69,
vae_wgan_sample_2344,50.0,4.25,19.96,74.21,
vae_wgan_sample_2345,50.0,4.77,19.96,74.73,
vae_wgan_sample_2346,50.0,19.89,19.96,89.85,
vae_wgan_sample_2347,50.0,3.96,19.92,73.88,
vae_wgan_sample_2348,50.0,6.5,19.64,76.14,
vae_wgan_sample_2349,50.0,21.56,19.2,90.76,
vae_wgan_sample_234,50.0,5.17,19.96,75.13,
vae_wgan_sample_2350,50.0,4.91,19.96,74.87,
vae_wgan_sample_2351,50.0,19.59,19.92,89.51,
vae_wgan_sample_2352,50.0,4.95,19.08,74.03,
vae_wgan_sample_2353,50.0,20.04,19.96,90.0,
vae_wgan_sample_2354,50.0,5.36,19.92,75.28,
vae_wgan_sample_2355,50.0,6.03,19.96,75.99,
vae_wgan_sample_2356,50.0,4.8,19.92,74.72,
vae_wgan_sample_2357,50.0,5.52,19.32,74.84,
vae_wgan_sample_2358,50.0,21.5,19.96,91.46,
vae_wgan_sample_2359,50.0,4.36,19.96,74.32,
vae_wgan_sample_235,50.0,20.31,19.92,90.23,
vae_wgan_sample_2360,50.0,20.07,19.88,89.95,
vae_wgan_sample_2361,50.0,5.29,19.92,75.21,
vae_wgan_sample_2362,50.0,5.75,19.88,75.63,
vae_wgan_sample_2363,50.0,19.87,19.96,89.83,
vae_wgan_sample_2364,50.0,4.02,19.68,73.7,
vae_wgan_sample_2365,50.0,21.07,19.92,90.99,
vae_wgan_sample_2366,50.0,19.45,19.92,89.37,
vae_wgan_sample_2367,50.0,5.07,19.2,74.27,
vae_wgan_sample_2368,50.0,5.05,19.96,75.01,
vae_wgan_sample_2369,50.0,19.54,19.96,89.5,
vae_wgan_sample_236,50.0,3.38,20,73.38,
vae_wgan_sample_2370,50.0,6.27,19.96,76.23,
vae_wgan_sample_2371,50.0,4.86,19.92,74.78,
vae_wgan_sample_2372,50.0,20.39,19.12,89.51,
vae_wgan_sample_2373,50.0,4.84,19.64,74.48,
vae_wgan_sample_2374,50.0,5.41,20,75.41,
vae_wgan_sample_2375,50.0,5.84,19.96,75.8,
vae_wgan_sample_2376,50.0,19.76,19.52,89.28,
vae_wgan_sample_2377,50.0,4.84,19.96,74.8,
vae_wgan_sample_2378,50.0,5.79,19.96,75.75,
vae_wgan_sample_2379,50.0,5.77,19.92,75.69,
vae_wgan_sample_237,50.0,20.52,19.96,90.48,
vae_wgan_sample_2380,50.0,4.81,19.96,74.77,
vae_wgan_sample_2381,50.0,19.55,19.92,89.47,
vae_wgan_sample_2382,50.0,20.11,20,90.11,
vae_wgan_sample_2383,50.0,19.65,19.6,89.25,
vae_wgan_sample_2384,50.0,20.4,19.84,90.24,
vae_wgan_sample_2385,50.0,4.58,19.96,74.54,
vae_wgan_sample_2386,50.0,5.7,19.96,75.66,
vae_wgan_sample_2387,50.0,5.3,19.96,75.26,
vae_wgan_sample_2388,50.0,4.73,19.96,74.69,
vae_wgan_sample_2389,50.0,19.17,19.92,89.09,
vae_wgan_sample_238,50.0,3.21,19.92,73.13,
vae_wgan_sample_2390,50.0,6.28,19.96,76.24,
vae_wgan_sample_2391,50.0,6.45,19.96,76.41,
vae_wgan_sample_2392,50.0,5.75,19.84,75.59,
vae_wgan_sample_2393,50.0,19.41,19.92,89.33,
vae_wgan_sample_2394,50.0,5.88,19.96,75.84,
vae_wgan_sample_2395,50.0,4.09,19.92,74.01,
vae_wgan_sample_2396,50.0,4.29,19.92,74.21,
vae_wgan_sample_2397,50.0,19.92,19.92,89.84,
vae_wgan_sample_2398,50.0,17.3,19.92,87.22,
vae_wgan_sample_2399,50.0,5.03,19.96,74.99,
vae_wgan_sample_239,50.0,5.99,19.4,75.39,
vae_wgan_sample_23,50.0,5.23,19.96,75.19,
vae_wgan_sample_2400,50.0,5.26,19.12,74.38,
vae_wgan_sample_2401,50.0,6.05,19.96,76.01,
vae_wgan_sample_2402,50.0,5.98,19.96,75.94,
vae_wgan_sample_2403,50.0,5.19,19.92,75.11,
vae_wgan_sample_2404,50.0,6.09,19.96,76.05,
vae_wgan_sample_2405,50.0,20.19,19.92,90.11,
vae_wgan_sample_2406,50.0,21.38,19.96,91.34,
vae_wgan_sample_2407,50.0,19.89,19.92,89.81,
vae_wgan_sample_2408,50.0,5.99,19.92,75.91,
vae_wgan_sample_2409,50.0,19.33,19.92,89.25,
vae_wgan_sample_240,50.0,4.69,19.84,74.53,
vae_wgan_sample_2410,50.0,4.4,19.96,74.36,
vae_wgan_sample_2411,50.0,20.32,19.92,90.24,
vae_wgan_sample_2412,50.0,20.27,19.96,90.23,
vae_wgan_sample_2413,50.0,19.88,19.92,89.8,
vae_wgan_sample_2414,50.0,20.48,19.96,90.44,
vae_wgan_sample_2415,50.0,20.48,19.92,90.4,
vae_wgan_sample_2416,50.0,5.7,19.04,74.74,
vae_wgan_sample_2417,50.0,3.71,19.92,73.63,
vae_wgan_sample_2418,50.0,4.37,19.92,74.29,
vae_wgan_sample_2419,50.0,4.76,19.92,74.68,
vae_wgan_sample_241,50.0,4.33,18.96,73.29,
vae_wgan_sample_2420,50.0,4.72,19.92,74.64,
vae_wgan_sample_2421,50.0,1.9,19.44,71.34,
vae_wgan_sample_2422,50.0,5.5,19.96,75.46,
vae_wgan_sample_2423,50.0,20.16,19.92,90.08,
vae_wgan_sample_2424,50.0,4.96,19.96,74.92,
vae_wgan_sample_2425,50.0,20.4,19.92,90.32,
vae_wgan_sample_2426,50.0,20.28,19.96,90.24,
vae_wgan_sample_2427,50.0,5.66,19.92,75.58,
vae_wgan_sample_2428,50.0,4.67,19.96,74.63,
vae_wgan_sample_2429,50.0,6.16,18.36,74.52,
vae_wgan_sample_242,50.0,5.29,19.28,74.57,
vae_wgan_sample_2430,50.0,4.76,19.92,74.68,
vae_wgan_sample_2431,50.0,20.45,19.96,90.41,
vae_wgan_sample_2432,50.0,19.8,19.96,89.76,
vae_wgan_sample_2433,50.0,20.86,19.92,90.78,
vae_wgan_sample_2434,50.0,3.81,19.68,73.49,
vae_wgan_sample_2435,50.0,5.89,19.8,75.69,
vae_wgan_sample_2436,50.0,6.25,19.92,76.17,
vae_wgan_sample_2437,50.0,20.62,19.92,90.54,
vae_wgan_sample_2438,50.0,18.97,19.92,88.89,
vae_wgan_sample_2439,50.0,4.86,19.92,74.78,
vae_wgan_sample_243,50.0,19.8,19.96,89.76,
vae_wgan_sample_2440,50.0,20.9,19.92,90.82,
vae_wgan_sample_2441,50.0,5.17,19.96,75.13,
vae_wgan_sample_2442,50.0,5.55,19.92,75.47,
vae_wgan_sample_2443,50.0,4.79,18.96,73.75,
vae_wgan_sample_2444,50.0,5.07,19.92,74.99,
vae_wgan_sample_2445,50.0,19.7,19.6,89.3,
vae_wgan_sample_2446,50.0,3.66,19.92,73.58,
vae_wgan_sample_2447,50.0,5.97,19.96,75.93,
vae_wgan_sample_2448,50.0,5.68,19.96,75.64,
vae_wgan_sample_2449,50.0,5.21,19.52,74.73,
vae_wgan_sample_244,50.0,20.98,19.92,90.9,
vae_wgan_sample_2450,50.0,4.71,19.96,74.67,
vae_wgan_sample_2451,50.0,5.65,19.96,75.61,
vae_wgan_sample_2452,50.0,5.67,19.96,75.63,
vae_wgan_sample_2453,50.0,5.26,19.92,75.18,
vae_wgan_sample_2454,50.0,0.7,19.76,70.46,
vae_wgan_sample_2455,50.0,19.31,19.96,89.27,
vae_wgan_sample_2456,50.0,5.5,19.6,75.1,
vae_wgan_sample_2457,50.0,4.89,19.96,74.85,
vae_wgan_sample_2458,50.0,20.37,19.92,90.29,
vae_wgan_sample_2459,50.0,4.2,19.52,73.72,
vae_wgan_sample_245,50.0,17.78,19.96,87.74,
vae_wgan_sample_2460,50.0,18.8,19.92,88.72,
vae_wgan_sample_2461,50.0,19.46,19.96,89.42,
vae_wgan_sample_2462,50.0,21.29,19.96,91.25,
vae_wgan_sample_2463,50.0,6.48,19.96,76.44,
vae_wgan_sample_2464,50.0,21.57,19.44,91.01,
vae_wgan_sample_2465,50.0,20.2,19.96,90.16,
vae_wgan_sample_2466,50.0,19.59,19.92,89.51,
vae_wgan_sample_2467,50.0,20.63,19.96,90.59,
vae_wgan_sample_2468,50.0,20.24,19.96,90.2,
vae_wgan_sample_2469,50.0,18.0,19.96,87.96,
vae_wgan_sample_246,50.0,19.83,19.92,89.75,
vae_wgan_sample_2470,50.0,4.78,19.24,74.02,
vae_wgan_sample_2471,50.0,20.6,20,90.6,
vae_wgan_sample_2472,50.0,5.73,19.96,75.69,
vae_wgan_sample_2473,50.0,19.17,20,89.17,
vae_wgan_sample_2474,50.0,4.54,19.92,74.46,
vae_wgan_sample_2475,50.0,20.7,19.96,90.66,
vae_wgan_sample_2476,34.0,6.76,20,60.76,
vae_wgan_sample_2477,50.0,19.13,19.84,88.97,
vae_wgan_sample_2478,50.0,20.04,19.96,90.0,
vae_wgan_sample_2479,50.0,4.79,19.96,74.75,
vae_wgan_sample_247,50.0,4.88,19.92,74.8,
vae_wgan_sample_2480,50.0,6.7,18.92,75.62,
vae_wgan_sample_2481,50.0,19.3,19.96,89.26,
vae_wgan_sample_2482,50.0,5.09,19.92,75.01,
vae_wgan_sample_2483,50.0,3.82,19.36,73.18,
vae_wgan_sample_2484,50.0,5.83,19.92,75.75,
vae_wgan_sample_2485,50.0,20.0,19.96,89.96,
vae_wgan_sample_2486,50.0,21.4,19.96,91.36,
vae_wgan_sample_2487,50.0,3.91,19.6,73.51,
vae_wgan_sample_2488,50.0,19.95,19.96,89.91,
vae_wgan_sample_2489,50.0,5.06,19.96,75.02,
vae_wgan_sample_248,50.0,4.63,19.96,74.59,
vae_wgan_sample_2490,50.0,19.72,19.16,88.88,
vae_wgan_sample_2491,50.0,5.06,20,75.06,
vae_wgan_sample_2492,50.0,4.62,19.96,74.58,
vae_wgan_sample_2493,50.0,4.26,19.52,73.78,
vae_wgan_sample_2494,50.0,18.23,19.84,88.07,
vae_wgan_sample_2495,50.0,21.43,19.92,91.35,
vae_wgan_sample_2496,50.0,5.07,19.96,75.03,
vae_wgan_sample_2497,50.0,6.27,19.96,76.23,
vae_wgan_sample_2498,50.0,6.43,19.4,75.83,
vae_wgan_sample_2499,50.0,2.01,19.68,71.69,
vae_wgan_sample_249,50.0,19.6,19.92,89.52,
vae_wgan_sample_24,50.0,5.56,19.96,75.52,
vae_wgan_sample_2500,50.0,6.4,19.92,76.32,
vae_wgan_sample_2501,50.0,20.38,19.96,90.34,
vae_wgan_sample_2502,50.0,18.03,19.96,87.99,
vae_wgan_sample_2503,50.0,20.16,19.96,90.12,
vae_wgan_sample_2504,50.0,4.82,19.96,74.78,
vae_wgan_sample_2505,50.0,19.05,19.92,88.97,
vae_wgan_sample_2506,50.0,21.21,19.96,91.17,
vae_wgan_sample_2507,50.0,5.27,19.96,75.23,
vae_wgan_sample_2508,50.0,7.06,20,77.06,
vae_wgan_sample_2509,50.0,19.07,19.96,89.03,
vae_wgan_sample_250,50.0,5.66,19.76,75.42,
vae_wgan_sample_2510,50.0,19.87,19.96,89.83,
vae_wgan_sample_2511,50.0,5.59,19.44,75.03,
vae_wgan_sample_2512,50.0,5.33,19.52,74.85,
vae_wgan_sample_2513,50.0,19.3,19.92,89.22,
vae_wgan_sample_2514,50.0,6.88,19.44,76.32,
vae_wgan_sample_2515,50.0,6.74,19.52,76.26,
vae_wgan_sample_2516,50.0,5.35,19.96,75.31,
vae_wgan_sample_2517,50.0,4.83,19.96,74.79,
vae_wgan_sample_2518,50.0,4.11,19.92,74.03,
vae_wgan_sample_2519,50.0,5.12,19.96,75.08,
vae_wgan_sample_251,50.0,6.07,19.92,75.99,
vae_wgan_sample_2520,50.0,5.56,19.72,75.28,
vae_wgan_sample_2521,50.0,5.27,18.8,74.07,
vae_wgan_sample_2522,50.0,5.11,19.96,75.07,
vae_wgan_sample_2523,50.0,6.93,19.96,76.89,
vae_wgan_sample_2524,50.0,16.59,19.96,86.55,
vae_wgan_sample_2525,50.0,5.0,19.96,74.96,
vae_wgan_sample_2526,50.0,4.84,19.96,74.8,
vae_wgan_sample_2527,50.0,5.68,19.96,75.64,
vae_wgan_sample_2528,50.0,20.51,19.96,90.47,
vae_wgan_sample_2529,50.0,4.28,19.92,74.2,
vae_wgan_sample_252,50.0,20.58,19.92,90.5,
vae_wgan_sample_2530,50.0,5.05,19.92,74.97,
vae_wgan_sample_2531,50.0,21.06,19.92,90.98,
vae_wgan_sample_2532,50.0,4.96,19.68,74.64,
vae_wgan_sample_2533,50.0,5.33,19.64,74.97,
vae_wgan_sample_2534,50.0,20.12,19.96,90.08,
vae_wgan_sample_2535,50.0,3.52,19.16,72.68,
vae_wgan_sample_2536,50.0,21.1,19.92,91.02,
vae_wgan_sample_2537,50.0,21.07,20,91.07,
vae_wgan_sample_2538,50.0,5.64,19.96,75.6,
vae_wgan_sample_2539,50.0,19.84,19.96,89.8,
vae_wgan_sample_253,50.0,4.91,19.92,74.83,
vae_wgan_sample_2540,50.0,19.35,19.96,89.31,
vae_wgan_sample_2541,50.0,6.08,19.88,75.96,
vae_wgan_sample_2542,50.0,5.94,19.96,75.9,
vae_wgan_sample_2543,50.0,19.83,19.96,89.79,
vae_wgan_sample_2544,50.0,19.52,19.96,89.48,
vae_wgan_sample_2545,50.0,20.26,19.68,89.94,
vae_wgan_sample_2546,50.0,19.7,19.92,89.62,
vae_wgan_sample_2547,50.0,20.54,19.92,90.46,
vae_wgan_sample_2548,50.0,4.68,19.68,74.36,
vae_wgan_sample_2549,50.0,5.03,19.24,74.27,
vae_wgan_sample_254,50.0,5.86,19.96,75.82,
vae_wgan_sample_2550,50.0,19.71,19.96,89.67,
vae_wgan_sample_2551,50.0,19.92,19.92,89.84,
vae_wgan_sample_2552,50.0,19.64,19.92,89.56,
vae_wgan_sample_2553,50.0,6.09,19.0,75.09,
vae_wgan_sample_2554,50.0,19.78,19.96,89.74,
vae_wgan_sample_2555,50.0,19.4,19.92,89.32,
vae_wgan_sample_2556,50.0,5.43,19.96,75.39,
vae_wgan_sample_2557,50.0,5.09,19.96,75.05,
vae_wgan_sample_2558,50.0,6.15,19.92,76.07,
vae_wgan_sample_2559,50.0,4.72,19.96,74.68,
vae_wgan_sample_255,50.0,5.64,19.88,75.52,
vae_wgan_sample_2560,50.0,4.84,19.92,74.76,
vae_wgan_sample_2561,50.0,20.3,19.84,90.14,
vae_wgan_sample_2562,50.0,3.76,20,73.76,
vae_wgan_sample_2563,50.0,20.94,19.96,90.9,
vae_wgan_sample_2564,50.0,3.51,19.4,72.91,
vae_wgan_sample_2565,50.0,4.47,19.92,74.39,
vae_wgan_sample_2566,50.0,17.7,19.96,87.66,
vae_wgan_sample_2567,50.0,5.16,19.96,75.12,
vae_wgan_sample_2568,50.0,5.25,19.96,75.21,
vae_wgan_sample_2569,50.0,20.4,19.96,90.36,
vae_wgan_sample_256,50.0,5.46,19.12,74.58,
vae_wgan_sample_2570,50.0,5.09,18.92,74.01,
vae_wgan_sample_2571,50.0,5.57,19.56,75.13,
vae_wgan_sample_2572,50.0,5.62,19.8,75.42,
vae_wgan_sample_2573,50.0,20.27,19.92,90.19,
vae_wgan_sample_2574,50.0,6.47,19.32,75.79,
vae_wgan_sample_2575,50.0,20.89,19.96,90.85,
vae_wgan_sample_2576,50.0,5.76,19.76,75.52,
vae_wgan_sample_2577,50.0,20.01,19.96,89.97,
vae_wgan_sample_2578,50.0,5.12,19.96,75.08,
vae_wgan_sample_2579,50.0,5.81,19.96,75.77,
vae_wgan_sample_257,50.0,4.79,19.96,74.75,
vae_wgan_sample_2580,50.0,5.61,19.92,75.53,
vae_wgan_sample_2581,50.0,5.67,19.04,74.71,
vae_wgan_sample_2582,50.0,6.03,19.92,75.95,
vae_wgan_sample_2583,50.0,20.63,19.52,90.15,
vae_wgan_sample_2584,50.0,6.3,19.8,76.1,
vae_wgan_sample_2585,50.0,5.14,19.52,74.66,
vae_wgan_sample_2586,50.0,20.4,19.96,90.36,
vae_wgan_sample_2587,50.0,6.05,19.52,75.57,
vae_wgan_sample_2588,50.0,20.24,19.96,90.2,
vae_wgan_sample_2589,50.0,5.05,19.44,74.49,
vae_wgan_sample_258,50.0,20.19,19.92,90.11,
vae_wgan_sample_2590,50.0,6.1,19.32,75.42,
vae_wgan_sample_2591,50.0,4.6,19.96,74.56,
vae_wgan_sample_2592,50.0,6.05,19.96,76.01,
vae_wgan_sample_2593,50.0,3.44,19.6,73.04,
vae_wgan_sample_2594,50.0,4.71,19.92,74.63,
vae_wgan_sample_2595,50.0,4.59,19.88,74.47,
vae_wgan_sample_2596,50.0,19.48,19.44,88.92,
vae_wgan_sample_2597,50.0,19.65,19.96,89.61,
vae_wgan_sample_2598,50.0,5.54,19.96,75.5,
vae_wgan_sample_2599,50.0,5.08,19.88,74.96,
vae_wgan_sample_259,50.0,5.35,19.96,75.31,
vae_wgan_sample_25,50.0,20.72,19.96,90.68,
vae_wgan_sample_2600,50.0,19.69,19.92,89.61,
vae_wgan_sample_2601,50.0,20.3,20,90.3,
vae_wgan_sample_2602,50.0,19.87,19.96,89.83,
vae_wgan_sample_2603,50.0,20.26,19.96,90.22,
vae_wgan_sample_2604,50.0,6.13,19.88,76.01,
vae_wgan_sample_2605,50.0,6.46,19.92,76.38,
vae_wgan_sample_2606,50.0,5.65,19.96,75.61,
vae_wgan_sample_2607,50.0,5.57,19.96,75.53,
vae_wgan_sample_2608,50.0,21.15,19.92,91.07,
vae_wgan_sample_2609,50.0,20.35,19.96,90.31,
vae_wgan_sample_260,50.0,20.07,19.96,90.03,
vae_wgan_sample_2610,50.0,20.1,19.96,90.06,
vae_wgan_sample_2611,50.0,6.56,19.96,76.52,
vae_wgan_sample_2612,50.0,5.2,19.96,75.16,
vae_wgan_sample_2613,50.0,5.35,20,75.35,
vae_wgan_sample_2614,50.0,3.25,19.92,73.17,
vae_wgan_sample_2615,50.0,20.66,19.92,90.58,
vae_wgan_sample_2616,50.0,4.76,19.92,74.68,
vae_wgan_sample_2617,50.0,20.32,19.96,90.28,
vae_wgan_sample_2618,50.0,4.05,19.96,74.01,
vae_wgan_sample_2619,50.0,3.88,19.92,73.8,
vae_wgan_sample_261,50.0,19.42,19.96,89.38,
vae_wgan_sample_2620,50.0,20.76,19.92,90.68,
vae_wgan_sample_2621,50.0,19.81,19.96,89.77,
vae_wgan_sample_2622,50.0,18.87,19.92,88.79,
vae_wgan_sample_2623,50.0,5.05,19.6,74.65,
vae_wgan_sample_2624,19.6,4.46,19.92,43.98,
vae_wgan_sample_2625,50.0,20.79,19.92,90.71,
vae_wgan_sample_2626,50.0,5.62,19.92,75.54,
vae_wgan_sample_2627,50.0,20.17,19.96,90.13,
vae_wgan_sample_2628,50.0,6.06,19.32,75.38,
vae_wgan_sample_2629,50.0,19.75,19.96,89.71,
vae_wgan_sample_262,50.0,4.91,19.96,74.87,
vae_wgan_sample_2630,50.0,3.61,19.36,72.97,
vae_wgan_sample_2631,50.0,5.38,19.96,75.34,
vae_wgan_sample_2632,50.0,20.99,19.96,90.95,
vae_wgan_sample_2633,50.0,4.96,19.96,74.92,
vae_wgan_sample_2634,50.0,20.27,19.92,90.19,
vae_wgan_sample_2635,50.0,5.35,19.92,75.27,
vae_wgan_sample_2636,50.0,19.11,19.92,89.03,
vae_wgan_sample_2637,50.0,20.57,19.92,90.49,
vae_wgan_sample_2638,50.0,3.69,19.92,73.61,
vae_wgan_sample_2639,50.0,21.07,19.96,91.03,
vae_wgan_sample_263,50.0,5.21,19.96,75.17,
vae_wgan_sample_2640,50.0,5.53,19.52,75.05,
vae_wgan_sample_2641,50.0,20.55,19.92,90.47,
vae_wgan_sample_2642,50.0,17.57,20,87.57,
vae_wgan_sample_2643,50.0,20.25,19.96,90.21,
vae_wgan_sample_2644,50.0,20.58,19.96,90.54,
vae_wgan_sample_2645,50.0,4.63,19.6,74.23,
vae_wgan_sample_2646,50.0,4.13,19.96,74.09,
vae_wgan_sample_2647,50.0,20.03,19.96,89.99,
vae_wgan_sample_2648,50.0,5.49,19.96,75.45,
vae_wgan_sample_2649,50.0,5.91,19.96,75.87,
vae_wgan_sample_264,50.0,5.4,19.96,75.36,
vae_wgan_sample_2650,50.0,4.72,19.96,74.68,
vae_wgan_sample_2651,50.0,19.23,19.68,88.91,
vae_wgan_sample_2652,50.0,4.13,20,74.13,
vae_wgan_sample_2653,50.0,16.16,19.92,86.08,
vae_wgan_sample_2654,50.0,4.13,19.92,74.05,
vae_wgan_sample_2655,50.0,4.32,19.96,74.28,
vae_wgan_sample_2656,50.0,5.3,19.56,74.86,
vae_wgan_sample_2657,50.0,5.72,19.92,75.64,
vae_wgan_sample_2658,50.0,4.87,19.24,74.11,
vae_wgan_sample_2659,50.0,20.84,19.92,90.76,
vae_wgan_sample_265,50.0,4.73,19.96,74.69,
vae_wgan_sample_2660,50.0,19.39,18.68,88.07,
vae_wgan_sample_2661,50.0,5.93,19.96,75.89,
vae_wgan_sample_2662,50.0,1.67,19.96,71.63,
vae_wgan_sample_2663,50.0,4.95,19.96,74.91,
vae_wgan_sample_2664,50.0,19.69,19.96,89.65,
vae_wgan_sample_2665,50.0,5.11,18.96,74.07,
vae_wgan_sample_2666,50.0,20.76,19.92,90.68,
vae_wgan_sample_2667,50.0,19.71,19.92,89.63,
vae_wgan_sample_2668,50.0,5.45,19.44,74.89,
vae_wgan_sample_2669,50.0,4.93,19.96,74.89,
vae_wgan_sample_266,50.0,19.75,19.92,89.67,
vae_wgan_sample_2670,50.0,21.03,19.96,90.99,
vae_wgan_sample_2671,50.0,19.52,19.92,89.44,
vae_wgan_sample_2672,50.0,19.37,19.92,89.29,
vae_wgan_sample_2673,50.0,6.1,19.48,75.58,
vae_wgan_sample_2674,50.0,7.17,20,77.17,
vae_wgan_sample_2675,50.0,5.5,19.92,75.42,
vae_wgan_sample_2676,50.0,19.12,19.96,89.08,
vae_wgan_sample_2677,50.0,5.58,19.44,75.02,
vae_wgan_sample_2678,50.0,20.86,19.6,90.46,
vae_wgan_sample_2679,50.0,6.1,19.96,76.06,
vae_wgan_sample_267,50.0,6.54,19.96,76.5,
vae_wgan_sample_2680,50.0,6.54,19.96,76.5,
vae_wgan_sample_2681,50.0,19.04,19.92,88.96,
vae_wgan_sample_2682,50.0,6.61,19.96,76.57,
vae_wgan_sample_2683,50.0,19.82,19.92,89.74,
vae_wgan_sample_2684,50.0,5.86,19.96,75.82,
vae_wgan_sample_2685,50.0,20.53,19.96,90.49,
vae_wgan_sample_2686,50.0,20.57,19.92,90.49,
vae_wgan_sample_2687,50.0,5.7,19.76,75.46,
vae_wgan_sample_2688,50.0,5.72,19.48,75.2,
vae_wgan_sample_2689,50.0,4.27,19.16,73.43,
vae_wgan_sample_268,50.0,4.74,19.76,74.5,
vae_wgan_sample_2690,50.0,21.18,19.96,91.14,
vae_wgan_sample_2691,50.0,19.9,20,89.9,
vae_wgan_sample_2692,50.0,5.23,19.56,74.79,
vae_wgan_sample_2693,50.0,20.99,19.92,90.91,
vae_wgan_sample_2694,50.0,20.09,19.96,90.05,
vae_wgan_sample_2695,50.0,5.21,19.96,75.17,
vae_wgan_sample_2696,50.0,4.35,19.44,73.79,
vae_wgan_sample_2697,50.0,20.05,19.92,89.97,
vae_wgan_sample_2698,50.0,5.78,19.96,75.74,
vae_wgan_sample_2699,50.0,5.67,19.96,75.63,
vae_wgan_sample_269,50.0,20.22,19.96,90.18,
vae_wgan_sample_26,50.0,5.34,19.92,75.26,
vae_wgan_sample_2700,50.0,5.2,19.96,75.16,
vae_wgan_sample_2701,50.0,19.89,19.84,89.73,
vae_wgan_sample_2702,50.0,19.89,19.96,89.85,
vae_wgan_sample_2703,50.0,4.94,19.96,74.9,
vae_wgan_sample_2704,50.0,22.13,20,92.13,
vae_wgan_sample_2705,50.0,18.1,19.92,88.02,
vae_wgan_sample_2706,50.0,6.4,19.96,76.36,
vae_wgan_sample_2707,50.0,19.35,19.4,88.75,
vae_wgan_sample_2708,50.0,19.4,19.92,89.32,
vae_wgan_sample_2709,50.0,5.2,19.96,75.16,
vae_wgan_sample_270,50.0,17.54,19.88,87.42,
